Title,Bedrooms,Bathrooms,Floor_area,City,location_area,Price_in_Cr,Price_per_sqft,floor_level,Is_in_Dhaka
A Beautiful Apartment For Sale Is All Set For You In Mirpur Nearby Senpara Jame Masjid.,3.0,3.0,1465.0,dhaka,mirpur,0.88,6006.83,medium,yes
"Nice Flat Can Be Found In Mirpur For Sale , Near Mirpur Adarsha Biddyaniketon School",2.0,2.0,650.0,dhaka,mirpur,0.24,3692.31,medium,yes
A Beautiful Apartment Is Up For sale At Uttara Near Atlantic Maritime Academy,3.0,5.0,2100.0,dhaka,uttara,2.9,13809.52,medium,yes
Visit This Flat For Sale In Mirpur Nearby Shaheed Abu Taleb High School,2.0,2.0,750.0,dhaka,mirpur,0.42,5600.0,medium,yes
Visit This Apartment For Sale In Faydabad Near Hazrat Belal (Rah) Jame Masjid.,4.0,3.0,1160.0,dhaka,dakshin khan,0.44,3793.1,medium,yes
This Flat Of 1350 Sq Ft For Sale Is Ready To Arrange Desirable Dwelling Facilities For You In Mohammadpur,3.0,3.0,1350.0,dhaka,mohammadpur,0.88,6518.52,medium,yes
1000 Square Feet Apartment For Sale Is Ready To Offer You A Suitable Home Experience In Mirpur,2.0,2.0,1000.0,dhaka,mirpur,0.35,3500.0,low,yes
Buy This 1770 Sq Ft Flat In Mirpur-12,3.0,3.0,1770.0,dhaka,mirpur,0.9,5084.75,high,yes
"Be Satisfied In This 1180 Sq Ft Amazing Flat For Sale In Mirpur, Kallyanpur",3.0,3.0,1180.0,dhaka,mirpur,0.55,4661.02,medium,yes
Buy This Flat At Rupnagar R/A For The Ideal Urban Lifestyle You Dream About.,4.0,4.0,1250.0,dhaka,mirpur,0.68,5440.0,low,yes
"This 850 Sq Ft Flat For Sale In Mirpur, East Monipur",2.0,2.0,850.0,dhaka,mirpur,0.51,6000.0,low,yes
This 1220 Sq.ft Flat Which Is In Kallyanpur Near IBN SINA Medical College Hospital For Sale Will Ensure Your Higher Quality Of Living,3.0,3.0,1220.0,dhaka,mirpur,0.7,5737.7,medium,yes
Get This Well Defined 850 Sq Ft Flat For Sale In Rupnagar R/a,2.0,2.0,850.0,dhaka,mirpur,0.53,6235.29,medium,yes
2000 Sq Ft Flat With 4 Bedrooms For Sale In Uttara-14,4.0,4.0,2000.0,dhaka,uttara,1.9,9500.0,medium,yes
"A Nice 600 Square Feet Apartment Is Up For Sale At Block C, Mirpur-11",2.0,2.0,600.0,dhaka,mirpur,0.23,3833.33,low,yes
"Plan To Move In This 1350 Sq Ft Flat Which Is For Sale In Block K, Bashundhara R/A",3.0,3.0,1350.0,dhaka,bashundhara,1.2,8888.89,low,yes
Make Your Permanent Residence In This 680 Square Feet Flat Up For Sale In Gandaria,2.0,2.0,680.0,dhaka,sutrapur,0.4,5882.35,medium,yes
Ready To Move |2004 Sq Ft Apartment | Well Maintained In Uttara,3.0,4.0,2004.0,dhaka,uttara,1.75,8732.53,low,yes
Superb 1330 Sq Ft Flat Is Available To Sale In Banani,2.0,2.0,1330.0,dhaka,banani,1.9,14285.71,low,yes
"Get This Well Defined 1913 Sq Ft Flat For Sale In Uttara, Sector 4",3.0,4.0,1913.0,dhaka,uttara,1.97,10297.96,low,yes
Grab This 1420 Square Feet Flat For Sale In Mirpur-6,3.0,3.0,1420.0,dhaka,mirpur,1.15,8098.59,medium,yes
1274 Sq Ft 3 Bed Apt. Is Available For Sale In Banasree,3.0,3.0,1274.0,dhaka,banasree,1.05,8241.76,medium,yes
"Take A Look At This 1890 Sq Ft Well Defined Flat Which Is Up For Sale In West Kazipara, Mirpur",3.0,3.0,1890.0,dhaka,mirpur,2.0,10582.01,medium,yes
1500 Sq Ft Ready Flat For Sale In Uttara-13,3.0,4.0,1500.0,dhaka,uttara,1.35,9000.0,medium,yes
2142 Sq Ft Properly Constructed Apartment For Sale In Bashundhara R-a,3.0,3.0,2142.0,dhaka,bashundhara,2.05,9570.49,medium,yes
"1250 Sq Ft Residential Flat For Sale In Mirpur, West Monipur",3.0,3.0,1250.0,dhaka,mirpur,0.8,6400.0,medium,yes
"1250 Sq Ft Residential Flat For Sale In West Monipur, Mirpur",3.0,3.0,1250.0,dhaka,mirpur,0.8,6400.0,medium,yes
Well Planned 1150 Sq Ft Residential Flat For Sale In Mirpur,3.0,3.0,1150.0,dhaka,mirpur,0.82,7130.43,medium,yes
1680 Sq Ft Flat For Sale In Uttar Badda,3.0,4.0,1680.0,dhaka,badda,1.1,6547.62,low,yes
1400 Sq Ft Residential Apartment For Sale In Mirpur,3.0,3.0,1400.0,dhaka,mirpur,0.84,6000.0,low,yes
Covering 1204 Sq Ft Space A Nice Flat Is Ready To Sale In Mirpur,3.0,3.0,1204.0,dhaka,mirpur,0.75,6229.24,medium,yes
1350 Sq Ft Residential Flat For Sale In Mirpur,3.0,3.0,1350.0,dhaka,mirpur,0.95,7037.04,medium,yes
"2400 Sq Ft Spacious Flat For Sale In Banasree, Block F",4.0,4.0,2400.0,dhaka,banasree,2.08,8666.67,medium,yes
"At Pallabi, A Suitable Flat Is Up For Sale Which Is 1050 Sq Ft",2.0,2.0,1050.0,dhaka,mirpur,0.63,6000.0,medium,yes
Modest 1100 Sq Ft Flat For Sale In Banasree,3.0,2.0,1100.0,dhaka,banasree,0.85,7727.27,low,yes
"Here Is A Well Defined Flat Of 1700 Sq Ft Waiting For Sale At Section 7, Mirpur",3.0,3.0,1700.0,dhaka,mirpur,1.36,8000.0,low,yes
"Well Organized Flat Of 1700 Sq Ft Is Now Vacant For Sale In Section 7, Mirpur",3.0,3.0,1700.0,dhaka,mirpur,1.36,8000.0,low,yes
1200 Sq Ft Apartment Is Ready For Sale In Mohammadpur,3.0,3.0,1200.0,dhaka,mohammadpur,0.67,5583.33,low,yes
"Start A New Home, In This, 1370 Sq Ft Flat For Sale In Green Road",3.0,4.0,1370.0,dhaka,kalabagan,0.95,6934.31,medium,yes
Visit This Apartment For Sale In West Nakhalpara Near Nakhalpara Chhapra Mosjid.,3.0,2.0,1150.0,dhaka,tejgaon,0.65,5652.17,low,yes
840 SQ FT flat is now Vacant for sale in Kafrul,2.0,2.0,840.0,dhaka,kafrul,0.5,5952.38,medium,yes
"Ensure This 1450 Sq Ft Apartment To Reside In, By Buying It In Ibrahimpur",3.0,3.0,1450.0,dhaka,ibrahimpur,0.95,6551.72,medium,yes
"1050 Sq Ft Apartment With 2 Balconies For Sale In Mirpur, Ahmed Nagar",3.0,2.0,1050.0,dhaka,mirpur,0.55,5238.1,low,yes
Nice 1050 SQ FT flat is available for sale in Taltola,2.0,2.0,1050.0,dhaka,agargaon,0.5,4761.9,low,yes
A Nice Apartment For Sale In Mirpur Near Brac Bank,2.0,2.0,650.0,dhaka,mirpur,0.32,4923.08,medium,yes
An Easy Accessible 1618 Sq Ft Ready Apartment Suitable For Family Close To Polwel Carnation At Uttara Is Up For Sale.,3.0,3.0,1618.0,dhaka,uttara,1.25,7725.59,low,yes
2280 Square Feet Flat With Various Features Is Available For Sale In Bashundhara R/a,4.0,4.0,2280.0,dhaka,bashundhara,2.5,10964.91,low,yes
"Picture Yourself, Residing In This Well-constructed And Planned 1450 Sq Ft Apartment In Bashundhara R-a Which Is Now For Sale",3.0,3.0,1450.0,dhaka,bashundhara,1.2,8275.86,medium,yes
"Buy This Great 1290 Sq Ft Residential Flat In Mirpur-1, North Bishil",3.0,3.0,1290.0,dhaka,mirpur,0.65,5038.76,low,yes
"1300 Sq Ft Apartment With 3 Bedrooms For Sale In Hazaribag, Jigatola",3.0,3.0,1300.0,dhaka,hazaribag,0.6,4615.38,low,yes
Buy This 772 Sq Ft Apartment In Mirpur-10,2.0,2.0,772.0,dhaka,mirpur,0.43,5569.95,medium,yes
Offering You 1495 Sq Ft Flat For Sale In Ranavola,3.0,3.0,1495.0,dhaka,turag,0.7,4682.27,medium,yes
"650 Sq. Ft. Flat Is Now Up For Sale Located In Mirpur, Block C",2.0,2.0,650.0,dhaka,mirpur,0.35,5384.62,low,yes
Plan To Move In This 650 Sq Ft Flat Which Is Up For Sale In Mirpur 12,2.0,2.0,650.0,dhaka,mirpur,0.32,4923.08,medium,yes
Find 1200 Sq Ft Flat Available For Sale In Paikpara,3.0,3.0,1200.0,dhaka,mirpur,0.55,4583.33,medium,yes
"Choose Your Destination, 1200 Sq Ft Flat Which Is Available For Sale In Ahmed Nagar",3.0,3.0,1200.0,dhaka,mirpur,0.55,4583.33,medium,yes
Offering You 1200 Sq Ft Flat For Sale In Paikpara,3.0,3.0,1200.0,dhaka,mirpur,0.55,4583.33,low,yes
"This Comfy Flat Is Vacant Right Now For Sale In East Kazipara, Which Is 1120 Sq Ft",3.0,2.0,1120.0,dhaka,mirpur,0.55,4910.71,high,yes
800 Sq Ft Flat Is Now For Sale In West Ahmed Nagar,2.0,2.0,800.0,dhaka,mirpur,0.4,5000.0,low,yes
New with a view – 1000 SQ FT Flat for Sale in West Shewrapara,3.0,2.0,1000.0,dhaka,mirpur,0.6,6000.0,low,yes
Deal With This 1030 Sq Ft Apartment For Sale In Mirpur-7,3.0,2.0,1030.0,dhaka,mirpur,0.6,5825.24,medium,yes
At Mirpur Flat For Sale Close To Prince Bazar,3.0,3.0,1250.0,dhaka,mirpur,0.67,5360.0,high,yes
"1105 Square Feet Flat Is Waiting For Sale At Begum Rokeya Sharani, East Kazipara",3.0,3.0,1105.0,dhaka,mirpur,0.75,6787.33,medium,yes
A 2374 Square Feet Residential Apartment For Sale At Bashundhara R-A Close To Sunflower School And College.,3.0,3.0,2374.0,dhaka,bashundhara,2.65,11162.59,low,yes
"Live Pleasantly In This 970 Sq Ft Apartment For Sale In East Kazipara, Mirpur",2.0,2.0,970.0,dhaka,mirpur,0.4,4123.71,low,yes
Buy This 1239 Sq Ft Flat With 3 Bedrooms For Sale In Uttara-12,3.0,3.0,1239.0,dhaka,uttara,1.1,8878.13,medium,yes
"1040 Sq Ft Apartment With 2 Bedrooms For Sale In Section 15, Mirpur",2.0,2.0,1040.0,dhaka,mirpur,0.62,5961.54,medium,yes
"View This 1350 Sq Ft Residential Flat For Sale In Mirpur, Middle Monipur",3.0,3.0,1350.0,dhaka,mirpur,0.85,6296.3,low,yes
1660 Sq Ft Decent Flat With 3 Bedrooms For Sale In Uttara-12,3.0,3.0,1660.0,dhaka,uttara,1.05,6325.3,low,yes
"Take A Look At This 1497 Sq Ft Apartment For Sale In Agargaon, Taltola",4.0,4.0,1497.0,dhaka,agargaon,0.95,6346.03,low,yes
Suitable 1000 Sq Ft Residential Flat For Sale In Mirpur,3.0,2.0,1000.0,dhaka,mirpur,0.65,6500.0,medium,yes
"At Mirpur, A 700 Sq Ft Residential Property Is On Sale",3.0,1.0,700.0,dhaka,mirpur,0.2,2857.14,medium,yes
"Make This 925 Sq Ft Flat Your Next Residing Location, Which Is Up To Sale In Uttara Near City Bank",2.0,2.0,925.0,dhaka,uttara,0.55,5945.95,medium,yes
"1250 Square Feet Residential Flat For Sale In Dakshin Khan, Faydabad",3.0,3.0,1250.0,dhaka,dakshin khan,0.7,5600.0,medium,yes
"View This 1750 Sq Ft Flat For Sale In South Baridhara Residential Area, D.i.t. Project",3.0,3.0,1750.0,dhaka,d. i. t. project,1.1,6285.71,medium,yes
"Live At Peace In A Nice And Comfortable 1750 Sq Ft Flat, Located At Bashundhara.",3.0,3.0,1750.0,dhaka,bashundhara,1.6,9142.86,low,yes
"Well Organized Flat Of 1350 Sq Ft Is Now Vacant For Sale In Sector 11, Uttara",3.0,3.0,1350.0,dhaka,uttara,1.35,10000.0,medium,yes
Lovely Apartment Of 852 Sq Ft Is Up For Sale In Middle Monipur,2.0,2.0,852.0,dhaka,mirpur,0.48,5633.8,medium,yes
"1850 Square Feet Flat With Cozy Rooms Is Available For Sale In Bashundhara R-a, Block F",3.0,3.0,1850.0,dhaka,bashundhara,1.57,8486.49,medium,yes
Ready To Move In! Check This 1675 Sq. Ft Apartment For Sale In Dakshin Khan,4.0,4.0,1675.0,dhaka,dakshin khan,1.15,6865.67,medium,yes
Suitable 1250 Sq Ft Residential Flat For Sale In Rupnagar R/A,3.0,3.0,1250.0,dhaka,mirpur,0.75,6000.0,low,yes
"1250 Sq Ft Flat Is Being Constructed For Sale In Badda, Merul Badda",3.0,3.0,1250.0,dhaka,badda,0.75,6000.0,low,yes
At Nobodoy Housing Society 700 Square Feet Flat Is For Sale,2.0,2.0,700.0,dhaka,mohammadpur,0.3,4285.71,medium,yes
Nearly Finished 1350 Sq Ft Residential Flat For Sale In Mirpur 10,3.0,3.0,1350.0,dhaka,mirpur,1.35,10000.0,low,yes
1400 Sq Ft Flat For Sale In Merul Badda,3.0,3.0,1400.0,dhaka,badda,0.85,6071.43,medium,yes
"Perfect For A Family Home, This Apartment Of 970 Sq Ft Is Up For Sale In Merul Badda",2.0,2.0,970.0,dhaka,badda,0.85,8762.89,low,yes
"Reside Conveniently In This Well Constructed 1760 Sq Ft Flat For Sale In Maghbazar, Near The Millennium University.",4.0,4.0,1760.0,dhaka,maghbazar,1.45,8238.64,high,yes
Suitable 1360 Sq Ft Residential Apartment For Sale In Chandrima Model Town,3.0,3.0,1360.0,dhaka,mohammadpur,0.75,5514.71,high,yes
"1600 Square Feet Flat For Sale In Aftab Nagar, Block D",3.0,3.0,1600.0,dhaka,aftab nagar,1.28,8000.0,low,yes
Grab A 3 Bedroom Flat For Sale At Lalmatia,3.0,4.0,2060.0,dhaka,lalmatia,3.3,16019.42,medium,yes
Three Bed Good Location Flat For Sale At Lalmatia,3.0,4.0,2060.0,dhaka,lalmatia,3.3,16019.42,low,yes
"1960 Sq Ft Standard Apartment For Sale In Mohammadpur, Babar Road",4.0,4.0,1960.0,dhaka,mohammadpur,2.35,11989.8,medium,yes
Checkout This 1500 Sq Ft Flat For Sale In Mirpur-6,3.0,3.0,1500.0,dhaka,mirpur,1.15,7666.67,medium,yes
Uttara-6 Is Offering You A 2110 Sq Ft Apartment Ready For Sale,4.0,4.0,2110.0,dhaka,uttara,2.85,13507.11,medium,yes
"Visit This Apartment For Sale In Mirpur, 2nd Colony",2.0,2.0,750.0,dhaka,mirpur,0.26,3466.67,medium,yes
A 1800 Sq Ft Flat Is Here For Sale At Mohammadpur,4.0,4.0,1800.0,dhaka,mohammadpur,1.44,8000.0,low,yes
"1120 Sq Ft Flat Is Up For Sale With Durable Fittings In Ibrahimpur, North Kafrul Road",3.0,3.0,1120.0,dhaka,ibrahimpur,0.5,4464.29,medium,yes
"1255 Sq Ft Residential Apartment For Sale In Jhigatola Road, Dhanmondi",3.0,3.0,1255.0,dhaka,dhanmondi,1.95,15537.85,high,yes
Check This 1250 Sq.ft -3 Bedroom Apartment Up For Sale At Cantonment Very Near To Manikdi Islamia Senior Madrasha.,3.0,3.0,1250.0,dhaka,cantonment,0.5,4000.0,low,yes
2450 Square Feet Residential Apartment Up For Sale At Uttara -11.,4.0,4.0,2450.0,dhaka,uttara,3.1,12653.06,high,yes
"Plan To Move In This 1300 Sq Ft Flat Which Is For Sale In Mirbag Notun Rasta, Maghbazar",3.0,3.0,1300.0,dhaka,maghbazar,1.1,8461.54,medium,yes
"Look At This Nice 1200 Sq Ft Flat Is Up For Sale At Section 1, Mirpur",3.0,3.0,1200.0,dhaka,mirpur,0.87,7250.0,medium,yes
"A 1450 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Block H, Banasree",3.0,3.0,1450.0,dhaka,banasree,1.15,7931.03,high,yes
1450 Sq Ft Vacant Flat For Family Is Ready For Sale At Uttara Close To North Tower,3.0,3.0,1450.0,dhaka,uttara,0.95,6551.72,medium,yes
View This 1680 Sq Ft Ready Flat For Sale In Khilkhet,3.0,3.0,1680.0,dhaka,khilkhet,0.84,5000.0,medium,yes
"A Perfect Flat Of 1000 Sq Ft For Living With Family Is Available For Sale At Janata Housing, Mirpur",3.0,2.0,1000.0,dhaka,mirpur,0.65,6500.0,low,yes
1100 Sq Ft Residential Apartment For Sale In Mirpur 10,3.0,3.0,1100.0,dhaka,mirpur,0.67,6090.91,low,yes
1400 Sq Ft Residential Flat For Sale In Mirpur-10,3.0,3.0,1400.0,dhaka,mirpur,0.92,6571.43,low,yes
"950 Sq Ft Flat For Sale In East Rampura, Tv Road",3.0,2.0,950.0,dhaka,rampura,0.7,7368.42,medium,yes
Lovely Apartment Of 950 Sq Ft Is Up For Sale In East Rampura,2.0,2.0,950.0,dhaka,rampura,0.67,7052.63,medium,yes
1150 Sq Feet Flat For Sale Close To Darussalam Government Primary School,3.0,3.0,1150.0,dhaka,mirpur,0.57,4956.52,low,yes
1350 Sq Ft Flat Is Ready To Sale In Mirpur-10,3.0,3.0,1350.0,dhaka,mirpur,1.01,7481.48,low,yes
"2050 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block C",4.0,4.0,2050.0,dhaka,bashundhara,2.15,10487.8,medium,yes
"Picture Yourself, Residing In This Well Constructed And Planned 850 Sq Ft Flat In Mirpur For Sale",2.0,2.0,850.0,dhaka,mirpur,0.4,4705.88,medium,yes
"1120 Sq Ft Flat For Family, Is Ready For Sale At Mirpur",3.0,3.0,1120.0,dhaka,mirpur,0.56,5000.0,low,yes
1100 Sq Ft Flat For Sale In Mirpur Section 6,3.0,3.0,1100.0,dhaka,mirpur,0.8,7272.73,medium,yes
View This Cozy 1100 Square Feet Apartment For Sale In Manikdi,3.0,2.0,1100.0,dhaka,cantonment,0.5,4545.45,low,yes
"Lead Your Life In This 1450 Sq Ft Flat Up For Sale In Badda, Khilbari Tek",3.0,3.0,1450.0,dhaka,badda,1.01,6965.52,low,yes
Banasree Is Offering You A 1940 Sq Ft Apartment Ready For Sale,4.0,4.0,1940.0,dhaka,banasree,1.4,7216.49,high,yes
Buy This 1350 Sq Ft Apartment Available In Uttar Badda,3.0,3.0,1350.0,dhaka,badda,0.8,5925.93,low,yes
"1322 Sq Ft Nicely Planned Apartment Is Available For Sale In Shahjadpur, Badda",3.0,3.0,1322.0,dhaka,badda,0.9,6807.87,medium,yes
"1635 Sq Ft Apartment Is Ready For Sale In Aftab Nagar, Block G",4.0,3.0,1635.0,dhaka,aftab nagar,1.06,6483.18,low,yes
"1850 Sq Ft Apartment Is Ready For Sale In Aftab Nagar, Block E, Sector 1",3.0,3.0,1850.0,dhaka,aftab nagar,1.48,8000.0,low,yes
"Pick This 1325 Sq Ft Apartment For Sale In Aftab Nagar, Block F",3.0,3.0,1325.0,dhaka,aftab nagar,0.93,7018.87,low,yes
"Buy This 1220 Sq Ft Flat In Taltola, Khilgaon",3.0,3.0,1220.0,dhaka,khilgaon,0.95,7786.89,medium,yes
Property For Sale In Bashundhara R-A – 2025 Sq Ft Apartment,3.0,4.0,2025.0,dhaka,bashundhara,1.9,9382.72,low,yes
"To Live A Secure Life You Can Take This 1275 Sq Ft Flat For Sale At Kallyanpur, Mirpur",3.0,3.0,1275.0,dhaka,mirpur,0.86,6745.1,medium,yes
"1570 Sq Ft Convenient Apartment Is Here Ready For Sale In Shah Ali Bag, Mirpur",4.0,4.0,1570.0,dhaka,mirpur,1.25,7961.78,medium,yes
We Are Offering A Reasonably Priced Flat For Sale Which Is Featuring 800 Sq Ft Space In Baitul Aman Housing Society,2.0,2.0,800.0,dhaka,adabor,0.56,7000.0,medium,yes
"Get This 950 Sq Ft Flat For Sale In Kazipara, Mirpur",2.0,2.0,950.0,dhaka,mirpur,0.61,6421.05,medium,yes
"Checkout This 1000 Sq Ft Flat Set To Sale In Mirpur, East Kazipara",2.0,2.0,1000.0,dhaka,mirpur,0.65,6500.0,medium,yes
"Deal With This 975 Sq Ft Flat Up For Sale In Kazipara, Mirpur",2.0,2.0,975.0,dhaka,mirpur,0.63,6461.54,medium,yes
"Visit This 1000 Sq Ft Flat, Which Is Up For Sale In Mirpur, East Kazipara",2.0,2.0,1000.0,dhaka,mirpur,0.65,6500.0,medium,yes
"Look At This Nice 980 Sq Ft Flat Is Up For Sale At Section 10, Mirpur",2.0,2.0,980.0,dhaka,mirpur,0.55,5612.24,low,yes
"Pursue This 975 Sq Ft Flat Up For Sale In East Kazipara, Mirpur",2.0,2.0,975.0,dhaka,mirpur,0.63,6461.54,low,yes
"1285 Sq Ft Apartment With 3 Bedrooms For Sale In Banasree, Block D",3.0,3.0,1285.0,dhaka,banasree,1.1,8560.31,low,yes
"Grab This Great 1610 Sq Ft Flat Up For Sale In Lalmatia, Block B",3.0,4.0,1610.0,dhaka,lalmatia,2.3,14285.71,medium,yes
"1400 Sq Ft Apartment For Sale In Ak Fazlul Haque Babu Rd, East Kazipara, Mirpur",3.0,3.0,1400.0,dhaka,mirpur,0.63,4500.0,medium,yes
"Make this 1310 SQ FT flat your next residing location, which is up for sale in Mirpur",3.0,3.0,1310.0,dhaka,mirpur,0.92,7022.9,medium,yes
Graceful Flat Of 850 Sq Ft Is Prepared For Sale In Pallabi Eastern Housing.,2.0,2.0,850.0,dhaka,mirpur,0.25,2941.18,medium,yes
A Modern Well-planned Flat Of 1256 Sq Ft Is Up For Sale Is Situated In Aftab Nagar,3.0,2.0,1256.0,dhaka,aftab nagar,0.65,5175.16,medium,yes
We Have A 1200 Sq.Ft -3 Bedroom Flat For Sale In Uttar Badda Nearby AMZ Hospital Ltd.,3.0,3.0,1200.0,dhaka,badda,0.6,5000.0,high,yes
Comfortable And Nicely Planned 1530 Sq Ft Flat In Shegunbagicha For Sale,3.0,3.0,1530.0,dhaka,shegunbagicha,1.55,10130.72,high,yes
"This 650 Sq Ft Apartment For Sale In Mirpur Section 12, Next To Doctor Muhammad Shahidullah Adarsha Uchcha Madhyamik Bidyapith.",2.0,2.0,650.0,dhaka,mirpur,0.46,7076.92,medium,yes
"Start a new home, in this 2150 SQ FT apartment for sale in Bashundhara R-A",3.0,3.0,2150.0,dhaka,bashundhara,1.85,8604.65,medium,yes
1316 Sq Ft Fine Flat Is Now For Sale Which Is In Bashundhara R/a Near To Iub,3.0,4.0,1316.0,dhaka,bashundhara,1.35,10258.36,low,yes
1207 SQ FT flat is now for sale in Badda near to Southeast Bank,3.0,3.0,1207.0,dhaka,badda,1.29,10687.66,medium,yes
A Fine Flat Is Now For Sale Which Is In Agargaon Near Agargaon Taltola Colony High School &amp; Womens&#039; College,3.0,3.0,1400.0,dhaka,agargaon,0.65,4642.86,medium,yes
An Apartment Is Up For Sale In Kallyanpur.,3.0,3.0,1430.0,dhaka,mirpur,0.86,6013.99,medium,yes
Flat For Sale In Arambag R/a Near Al Arabia Jame Masjid And Madrasa,3.0,3.0,1310.0,dhaka,mirpur,0.72,5496.18,medium,yes
Check this apartment for sale at Mirpur near Shahidbag Masjid,2.0,2.0,650.0,dhaka,mirpur,0.22,3384.62,medium,yes
"850 Sq Ft Flat For Sale In Taltola, Khilgaon",2.0,2.0,850.0,dhaka,khilgaon,0.55,6470.59,low,yes
1375 Sq. Ft. flat is now up for sale located in Mirpur DOHS,3.0,3.0,1375.0,dhaka,mirpur,1.2,8727.27,low,yes
"A Nicely Build 1050 Sq Ft Apartment Is Vacant For Sale In Mirpur, Turag City",2.0,2.0,1050.0,dhaka,mirpur,0.55,5238.1,low,yes
650 Sq. Ft. Residential Apartment Is On Sale In Mirpur Near Pallabi Police Station,2.0,2.0,650.0,dhaka,mirpur,0.22,3384.62,medium,yes
Are you in hurry? No worries! You Can Take This 1250 Sq Ft Flat for Sale in East Shewrapara,3.0,3.0,1250.0,dhaka,mirpur,0.9,7200.0,medium,yes
Buy This 1250 Square Feet Apartment In Baitul Aman Housing Society,3.0,3.0,1250.0,dhaka,adabor,1.5,12000.0,medium,yes
"A Rightly Planned 1350 Sq Ft Flat Is Found For Sale In East Hazipara, East Rampura",3.0,3.0,1350.0,dhaka,rampura,1.1,8148.15,low,yes
"Dwell In This 1350 Sq Ft Flat Up For Sale In Mohammadpur, Katashur",3.0,3.0,1350.0,dhaka,mohammadpur,0.9,6666.67,high,yes
This 1250 Sq Ft Well Defined Flat Is Now Vacant To Sale In Pirerbag,3.0,3.0,1250.0,dhaka,mirpur,0.7,5600.0,medium,yes
2500 Square Feet Flat For Sale In Bashundhara R-a,4.0,5.0,2500.0,dhaka,bashundhara,2.25,9000.0,medium,yes
Best Location Mirpur | Spacious And Bright 3 Bedroom 1100 Sq Ft Apt. | For Sale,3.0,3.0,1100.0,dhaka,mirpur,0.61,5545.45,medium,yes
Promising Under-construction 1100 Sq Ft Apartment For Sale In Mirpur,3.0,3.0,1100.0,dhaka,mirpur,0.61,5545.45,medium,yes
"2500 SFT 4 bed Apartment is ready to sale in Bashundhara R-A, Dhaka",4.0,4.0,2500.0,dhaka,bashundhara,2.25,9000.0,medium,yes
"1900 Sq Ft Apartment Is Ready For Sale In Adabor, Dhaka Housing Main Road",3.0,4.0,1900.0,dhaka,adabor,1.24,6526.32,high,yes
Visit 1308 Sq Ft Residential Flat For Sale In Mirpur,3.0,3.0,1308.0,dhaka,mirpur,0.66,5045.87,low,yes
A Very Well Fitted 2268 Sq Ft Business Space Is Up For Sale In Dhanmondi,3.0,3.0,2268.0,dhaka,dhanmondi,4.7,20723.1,medium,yes
Here Is A Well Defined Flat Of 780 Sq Ft Waiting For Sale At Rupnagar R/A,2.0,2.0,780.0,dhaka,mirpur,0.4,5128.21,low,yes
1515 Sq Ft Residential Apartment For Sale In Banasree Block G,3.0,4.0,1515.0,dhaka,banasree,1.29,8514.85,high,yes
Offering You A 1370 Sq Ft Flat For Sale In Mirpur-2,3.0,3.0,1370.0,dhaka,mirpur,0.85,6204.38,low,yes
"1260 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block K",3.0,3.0,1260.0,dhaka,bashundhara,1.07,8492.06,medium,yes
"Grab This 1500 Square Feet Flat Available For Sale In Bashundhara R-a, Block K",3.0,3.0,1500.0,dhaka,bashundhara,1.27,8466.67,low,yes
1750 Sq Ft Residential Flat For Sale In Uttara-12,3.0,3.0,1750.0,dhaka,uttara,1.92,10971.43,low,yes
1750 Sq Ft Nice Flat For Sale In Uttara-12,3.0,3.0,1750.0,dhaka,uttara,1.92,10971.43,low,yes
Offering You A 1070 Sq Ft Flat For Sale In Mohammadi Housing LTD,3.0,3.0,1070.0,dhaka,mohammadpur,0.75,7009.35,medium,yes
A 970 Sq.Ft Apartment For sale Is All Set For You In East Bashabo Close To Agrani Bank Limited,3.0,2.0,970.0,dhaka,bashabo,0.5,5154.64,medium,yes
Ready To Move in Dakshin Khan | 1475 SFT 3 bedroom Apt. | Well Maintained,3.0,3.0,1475.0,dhaka,dakshin khan,0.88,5966.1,high,yes
There Is 3 Bedroom Apartment Up For Sale In The Location Of Adabor Near Baitul Aman Housing Society Jame Mosque.,3.0,2.0,900.0,dhaka,adabor,0.4,4444.44,low,yes
1260 Sft Well Maintained Apartment For Sale At Mirpur Dhaka,3.0,3.0,1260.0,dhaka,mirpur,0.8,6349.21,medium,yes
"1596 Sq Ft 3 Bed Apt. Is Available To Sale In Khilgaon, Dhaka",3.0,3.0,1596.0,dhaka,khilgaon,1.04,6516.29,low,yes
Residential Apartment For Sale in Aftab Nagar | 1350 SFT Apt. | Well Maintained,3.0,3.0,1350.0,dhaka,aftab nagar,1.08,8000.0,low,yes
"1657 Square Feet Residential Flat With 3 Bedrooms For Sale In Uttara, Sector 18",3.0,3.0,1657.0,dhaka,uttara,1.05,6336.75,low,yes
980 Sq Ft Apartment Is Ready For Sale At Uttar Badda,2.0,2.0,980.0,dhaka,badda,0.45,4591.84,low,yes
Offering You A 1370 Sq Ft Flat For Sale In Uttar Badda,3.0,3.0,1370.0,dhaka,badda,0.78,5693.43,low,yes
"1420 Sqft Residential Speace Is For Sale, 1st Colony, Mazar Road , Mirpur-1",3.0,3.0,1420.0,dhaka,mirpur,1.05,7394.37,low,yes
