Title,Bedrooms,Bathrooms,Floor_area,City,location_area,Price_in_Cr,Price_per_sqft,floor_level,Is_in_Dhaka
Discover Your Ideal Home: 2540 Sq Ft Apartment Up For Sale In 15 No. Bagmoniram Ward,4.0,5.0,2540.0,chattogram,bagmoniram ward,2.92,11496.06,high,no
"Have A Look At This 2540 Sq Ft Apartment In 15 No. Bagmoniram Ward, Nasirabad",4.0,5.0,2540.0,chattogram,bagmoniram ward,2.92,11496.06,medium,no
"At Bayazid, A Nice And Spacious 1700 Sq Ft Residential Flat Is Up For Sale",3.0,3.0,1700.0,chattogram,bayazid,0.84,4941.18,high,no
3800 Sq Ft Apartment Is Now Ready To Sell In 10 No. North Kattali Ward,6.0,6.0,3800.0,chattogram,north kattali ward,2.4,6315.79,low,no
Apartment For Sale In Chandgaon Nearby Ebl,3.0,3.0,1210.0,chattogram,chandgaon ward,0.7,5785.12,low,no
"This 2200 SQ Ft apartment up for sale in Chawk Bazaar Ward, near Chittagong Grammar School Lower",4.0,4.0,2200.0,chattogram,Chawk Bazaar Ward,1.5,6818.18,low,no
Commodious 1621 Sq Feet Flat For Sale At Muradpur.,3.0,3.0,1621.0,chattogram,muradpur,1.05,6477.48,medium,no
"An apartment up for sale in Firingee Bazaar Ward, near Dutch-Bangla Bank Limited | ATM Booth",3.0,3.0,1400.0,chattogram,firingee bazaar ward,0.75,5357.14,high,no
A 600 Sq Ft Apartment Is Up For Sale At North Pahartali Ward Nearby Dutch Bangla Atm.,2.0,2.0,600.0,chattogram,north pahartali ward,0.3,5000.0,medium,no
At Alkaran Road 2252 Square Feet Large Residential Apartment For Sale,4.0,4.0,2252.0,chattogram,alkoron ward,1.13,5017.76,low,no
A well-constructed 1429 SQ FT flat is for sale in Bayazid-Chattogram DOHS .,3.0,3.0,1429.0,chattogram,bayazid,0.8,5598.32,low,no
"At Bagmoniram, A 1800 Sq Ft Well Fitted Residential Property Is On Sale",3.0,4.0,1800.0,chattogram,bagmoniram ward,1.6,8888.89,medium,no
1200 Sq Ft Flat With Great Residential Services Is Up For Sale At 11 No South Kattali Ward,3.0,3.0,1200.0,chattogram,south kattali ward,0.8,6666.67,medium,no
Grab This 1370 Sq Ft Flat For Sale In Bayazid,3.0,3.0,1370.0,chattogram,bayazid,0.65,4744.53,low,no
1162 Square Ft. Residential Apartment For Sale At Khulshi Green Housing Society .,3.0,3.0,1162.0,chattogram,khulshi,0.7,6024.1,low,no
Ready flat 1435 SQ FT is now for sale in Mehidibag,3.0,3.0,1435.0,chattogram,bagmoniram ward,0.7,4878.05,low,no
"Contact Us To Get 1500 Sq Ft Flat Which Is Now Available In Double Mooring, For Sale",3.0,3.0,1500.0,chattogram,double mooring,0.83,5533.33,medium,no
Buy This 1485 Sq Ft Apartment In 10 No. North Kattali Ward,3.0,3.0,1485.0,chattogram,north kattali ward,0.8,5387.21,medium,no
Contact us to get 1350 SQ FT Flat which is now available in Jamal Khan for sale,3.0,3.0,1350.0,chattogram,jamal khan,0.94,6962.96,high,no
Grab This Flat Up For Sale In West Khulshi R/a Near Masjid E Quba,3.0,3.0,1500.0,chattogram,north pahartali ward,0.6,4000.0,high,no
An Apartment For Sale Is All Set For You To Settle In Khulshi Close To Green Crescent Medical Diagnostic,3.0,3.0,1254.0,chattogram,khulshi,0.7,5582.14,medium,no
Attention Home Finders! A 2782 Sq.ft Duplex Flat Is Up For Sale At Nasirabad Housing Society,5.0,5.0,2782.0,chattogram,muradpur,2.17,7800.14,high,no
Move In To This 1780 Sq Ft Apartment Ready For Sale In South Khulshi,3.0,4.0,1780.0,chattogram,khulshi,1.05,5898.88,medium,no
Reasonable 1465 Sq Ft Flat Is Available For Sale In 16 No. Chawk Bazaar Ward,3.0,3.0,1465.0,chattogram,chawk bazaar ward,1.0,6825.94,low,no
Flat For Sale In 16 No. Chawk Bazaar Ward Near Mosque,3.0,3.0,1727.0,chattogram,chawk bazaar ward,1.45,8396.06,medium,no
Plan To Move In This 1316 Sq Ft Flat Which Is Up To Sale In West Khulshi,3.0,3.0,1316.0,chattogram,north pahartali ward,0.62,4711.25,low,no
Grab This Flat Up For Sale In Proshanti R/a Near Janata Bank Limited,3.0,3.0,1400.0,chattogram,north kattali ward,0.65,4642.86,medium,no
Visit This Apartment For Sale In Mohammadpur Near Afjal Jame Masjid.,3.0,3.0,1408.0,chattogram,west sholoshohor ward,0.56,3977.27,medium,no
Grab This Flat Up For Sale In Kulgaon Near Gulbag R/a Jame Mosjid,2.0,2.0,1000.0,chattogram,bayazid,0.4,4000.0,low,no
Notable 1550 SFT Ready Apartment For Sale In 4 No Chandgaon Ward,3.0,3.0,1550.0,chattogram,chandgaon ward,0.73,4709.68,medium,no
1244 Sq Ft Flat For Sale At North Halishahar Ward,3.0,3.0,1244.0,chattogram,halishahar,0.65,5225.08,medium,no
1149 Sq Ft Suitable Apartment For Sale In 4 No Chandgaon Ward,3.0,3.0,1149.0,chattogram,chandgaon ward,0.75,6527.42,low,no
"1429 SQ FT Residential Duplex For Sale in Bayazid, Chattogram DOHS Close to Chattogram Cantonment English school.",3.0,4.0,1429.0,chattogram,bayazid,0.85,5948.22,medium,no
Attention Home Finders! A 969 Sq.ft Flat Is Up For Sale At 6 No East Sholoshohor Ward.,2.0,2.0,969.0,chattogram,bakalia,0.36,3715.17,low,no
"At Sholoshohor, flat for Sale close to Sholoshohor Jame Masjid",3.0,3.0,1350.0,chattogram,west sholoshohor ward,0.61,4518.52,medium,no
"An Apartment Up For Sale Is Located At Sholoshohor, Near To Sunnia Madrasha",2.0,2.0,975.0,chattogram,west sholoshohor ward,0.37,3794.87,medium,no
"In The Location Of Sholoshohor, Close To Sunnia Madrasha A Flat Is Up For Sale",3.0,3.0,1165.0,chattogram,west sholoshohor ward,0.44,3776.82,medium,no
An Adequate 1145 Sq Ft Residential Apartment Is Up For Sale In The Center Of Bakalia .,3.0,3.0,1145.0,chattogram,bakalia,0.57,4978.17,medium,no
Check This 1145 Sq.Ft Apartment Which Is Up For Sale At Bakalia Near To Abdul Hamid Sawdagar High School.,3.0,3.0,1145.0,chattogram,bakalia,0.34,2969.43,medium,no
"In The Location Of Sholoshohor, Close To Sholashohor Rail Station, A Flat Is Up For Sale",3.0,3.0,1382.0,chattogram,west sholoshohor ward,0.68,4920.41,medium,no
"An Apartment Up For Sale Is Located At Chasma Hill R/a, Near To Universal School And College.",3.0,2.0,1180.0,chattogram,west sholoshohor ward,0.62,5254.24,medium,no
1130 Sq Ft Apartment Is Ready For Sale At 17 No West Bakalia Ward,3.0,3.0,1130.0,chattogram,bakalia,0.53,4690.27,low,no
"1500 Sq Ft Modest Flat For Sale At Double Mooring, 24 No. North Agrabad Ward",3.0,3.0,1500.0,chattogram,double mooring,0.87,5800.0,medium,no
1545 Sq Ft Apartment For Sale In West West Khulshi R/a,3.0,3.0,1545.0,chattogram,north pahartali ward,0.75,4854.37,low,no
Look At This 1550 Square Feet Residential Apartment For Sale Very Near To Al-Haj Yakub Ali Girls High School &amp; College.,3.0,3.0,1550.0,chattogram,double mooring,0.78,5032.26,low,no
Grab This 1400 Sq Feet Flat For Sale At Bayazid,3.0,3.0,1400.0,chattogram,bayazid,0.8,5714.29,low,no
1250 Sq Ft Flat Is Now For Sale In 9 No. North Pahartali Ward,3.0,3.0,1250.0,chattogram,north pahartali ward,0.7,5600.0,low,no
"A Ready, Well Decorated 1025 Sq Ft Flat Is Up For Selling Purpose In Jalalabad Housing Society .",2.0,2.0,1025.0,chattogram,jalalabad housing society,0.45,4390.24,medium,no
Buy This 1415 Sq Ft Apartment In The Prominent Location Of Double Mooring,3.0,3.0,1415.0,chattogram,double mooring,0.64,4522.97,medium,no
Look At This Nice 1563 Sq Ft Flat Is Up For Sale At West Khulshi,3.0,3.0,1563.0,chattogram,north pahartali ward,0.92,5886.12,medium,no
"Buy This 1700 Sq Ft Ready Flat In 7 No. West Sholoshohor Ward, Tayab Bag R/a",4.0,4.0,1700.0,chattogram,west sholoshohor ward,0.95,5588.24,medium,no
"A Nicely Constructed Apartment Of 2150 Sq Ft Is Available Right Now For Sale In Zakir Hossain Road, Khulshi",3.0,4.0,2150.0,chattogram,khulshi,1.3,6046.51,medium,no
"1800 Sq Ft Ready Flat For Sale In Muradpur, With Splendid Features And Price",4.0,4.0,1800.0,chattogram,muradpur,1.4,7777.78,high,no
1500 Sq Ft Residence Is For Sale At West Khulshi,3.0,3.0,1500.0,chattogram,north pahartali ward,0.9,6000.0,medium,no
"Buy This 1760 Sq Ft Ready Apartment In Muradpur, Nasirabad Housing Society",3.0,4.0,1760.0,chattogram,muradpur,1.31,7443.18,low,no
Modern 1520 Sq Ft Apartment For Sale in South Khulshi,3.0,3.0,1520.0,chattogram,khulshi,1.0,6578.95,low,no
This 1387 Sq.Ft Home In Green Valley -Bayazid Is Up For Sale In A Wonderful Neighborhood,3.0,3.0,1387.0,chattogram,bayazid,0.8,5767.84,low,no
Luxury All Around In This 1400 Sq.Ft West Nimtala Flat Which Is Up For Sale.,4.0,3.0,1400.0,chattogram,36 goshail danga ward,0.7,5000.0,medium,no
"We Are Offering You This 1620 Sq Ft Apartment For Sale At Khulshi, Yakub Future Park Housing",3.0,4.0,1620.0,chattogram,khulshi,1.09,6728.4,medium,no
Grab 1646 Sq Ft Apartment For Sale At Khulshi,3.0,4.0,1646.0,chattogram,khulshi,1.1,6682.87,medium,no
"Buy This 1686 Sq Ft Apartment At Khushi, Yakub Future Park Housing",3.0,4.0,1686.0,chattogram,khulshi,1.13,6702.25,low,no
Let Us Introduce You To This 1336 Sq Ft Flat Up For Sale In West Khulshi R/a,3.0,3.0,1336.0,chattogram,north pahartali ward,0.67,5014.97,medium,no
1545 Sq Ft Flat With Great Floor Plan Is For Sale In West Khulshi R/a,3.0,3.0,1545.0,chattogram,north pahartali ward,0.77,4983.82,medium,no
Buy This Spacious 1699 Sq Ft Flat In West Khulshi R/a,3.0,3.0,1699.0,chattogram,north pahartali ward,0.85,5002.94,medium,no
View This Secured 1545 Sq Ft Flat For Sale In West Khulshi R/a,3.0,3.0,1545.0,chattogram,north pahartali ward,0.77,4983.82,medium,no
"Buy This Nicely Built 1336 Sq Ft Flat In 9 No. North Pahartali Ward, West Khulshi R/a",3.0,3.0,1336.0,chattogram,north pahartali ward,0.67,5014.97,medium,no
1750 Sq Ft Flat Is Now For Sale In B-block Chandgaon R/a,4.0,4.0,1750.0,chattogram,chandgaon ward,0.95,5428.57,low,no
"This 1110 Sq Ft Apartment Is Ready For Sale In Double Mooring, 12 No. Sarai Para Ward",3.0,3.0,1110.0,chattogram,double mooring,0.44,3963.96,medium,no
Spacious 2120 Sq Ft Apartment For Sale At Khulshi Hill R/a,3.0,3.0,2120.0,chattogram,khulshi,1.9,8962.26,medium,no
Rarely Available A 1155 Sq Ft Apartment Is Up For Sale At Halishahar Nearby Khan Bari Baitush Sharaf Jame Mosque,3.0,3.0,1155.0,chattogram,halishahar,0.37,3203.46,medium,no
Look At This 1200 Square Feet Residential Apartment For Sale At Momin Bagh R/A,3.0,3.0,1200.0,chattogram,bayazid,0.45,3750.0,medium,no
Beautiful and well-constructed 1300 SQ Ft apartment is ready for sale at Bayazid nearby Surma Colony Jame Mosjid.,3.0,3.0,1300.0,chattogram,bayazid,0.6,4615.38,medium,no
1530 Sq Ft Flat Is Now Vacant For Sale In Mehidibag,3.0,3.0,1530.0,chattogram,bagmoniram ward,1.2,7843.14,low,no
A Well-structured Flat Of 1162 Sq Ft Is Up For Sale In Khulshi Green Housing Society,3.0,3.0,1162.0,chattogram,khulshi,0.7,6024.1,medium,no
1592 Square Feet -3 Bedroom Residential Apartment For Sale At 16 No. Chawk Bazaar Ward.,3.0,4.0,1592.0,chattogram,chawk bazaar ward,0.86,5402.01,medium,no
Well-constructed And Spacious 1873 Sq Ft Flat For Sale In Firingee Bazaar Ward,4.0,3.0,1873.0,chattogram,firingee bazaar ward,1.27,6780.57,medium,no
Deal With This 1858 Sq Ft Apartment For Sale At South Khulsi,4.0,4.0,1858.0,chattogram,khulshi,1.6,8611.41,low,no
"1500 Sq Ft Nice Flat For Sale In Panchlaish, Katalgonj",3.0,3.0,1500.0,chattogram,panchlaish,1.1,7333.33,medium,no
Charming Apartment Of 1186 Sq Ft Is Up For Sale In Dewan Bazar,3.0,3.0,1186.0,chattogram,bakalia,0.53,4468.8,low,no
Visit This 1300 Square Feet Flat For Sale At South Agrabad.,3.0,3.0,1300.0,chattogram,double mooring,0.72,5538.46,low,no
Nearby CDA Central Mosque A Residential Apartment For Sale,3.0,3.0,1300.0,chattogram,double mooring,0.72,5538.46,low,no
1226 Sq Ft Apartment Is Up For Sale At Lal Khan Bazaar Near To Chatogram Government Women&amp;#039;s College,3.0,3.0,1226.0,chattogram,lal khan bazaar,0.7,5709.62,medium,no
1054 Sq Ft Cozy Apartment Is Ready For Sale At Lalkhanbazar,2.0,2.0,1054.0,chattogram,lal khan bazaar,0.65,6166.98,medium,no
"1415 Sq Ft Apartment Is Ready To Sale In Double Mooring, Saraipara",3.0,3.0,1415.0,chattogram,double mooring,0.58,4098.94,low,no
Have A Look At This 1304 Sq Ft Property Which Is Up For Sale Located At 10 No. North Kattali Ward,3.0,3.0,1304.0,chattogram,north kattali ward,0.6,4601.23,medium,no
"2100 Sft Apartment For Sale At Vip H/s,south Khulshi, Chattagram",3.0,3.0,2100.0,chattogram,south khulsi,1.68,8000.0,low,no
"1800 Sq Ft Flat With Updated Features For Sale At Bayazid, Chadra Nagar",4.0,3.0,1800.0,chattogram,bayazid,0.9,5000.0,high,no
Select Your Next Residing Place At This Nice Flat Of 1100 Sq Ft In Kazir Dewri,3.0,3.0,1100.0,chattogram,kazir dewri,0.75,6818.18,low,no
A 1300 Sq Ft Flat Is Up For Sale In A Well Secured Location Of South Khulshi,3.0,3.0,1300.0,chattogram,khulshi,0.97,7461.54,low,no
Grab This 1162 Sq Ft Flat For Sale At Bayazid,3.0,2.0,1162.0,chattogram,bayazid,0.5,4302.93,medium,no
Apartment Of 1253 Sq Ft For Sale In Dewan Bazar,3.0,3.0,1253.0,chattogram,bakalia,0.56,4469.27,medium,no
1500 Sq Ft Apartment To Sale In Bakalia Near To Korbanigonj Masjid,3.0,3.0,1500.0,chattogram,bakalia,0.82,5466.67,low,no
"1350 Sq Ft Apartment With 3 Bedrooms For Sale In Bakalia, Nabab Siraj Ud Daula Road",3.0,3.0,1350.0,chattogram,bakalia,0.8,5925.93,low,no
See This 1740 Sq Ft Apartment For Sale Is All Set For You In South Khulshi,3.0,3.0,1740.0,chattogram,khulshi,1.25,7183.91,low,no
"This 1370 Sq Ft Apartment Up For Sale In Muradpur, Near Sunshine Grammar School &amp; College",3.0,3.0,1370.0,chattogram,muradpur,1.32,9635.04,medium,no
Grab This 2622 Sq Ft Apartment Available To Sale In Nasirabad,4.0,5.0,2622.0,chattogram,bagmoniram ward,3.02,11517.93,high,no
2530 Sq Ft Apartment For Sale In 15 No. Bagmoniram Ward,4.0,5.0,2530.0,chattogram,bagmoniram ward,2.91,11501.98,high,no
"Apartment For Sale In West Firojshah Colony, Near Pashchim Ferozshah Jaame Masjid",3.0,3.0,1331.0,chattogram,north pahartali ward,0.65,4883.55,medium,no
"Nice Flat Can Be Found In West Firojshah Colony For Sale, Near Pashchim Ferozshah Jaame Masjid",3.0,3.0,1331.0,chattogram,north pahartali ward,0.65,4883.55,medium,no
1350 Sq Ft Flat Is Set For Sale At 7 No. West Sholoshohor Ward,3.0,3.0,1350.0,chattogram,west sholoshohor ward,0.7,5185.19,medium,no
Economical 1587 Sq Feet Ready Flat Sale At Bayazid Close to East Delta University,4.0,4.0,1587.0,chattogram,bayazid,1.0,6301.2,medium,no
1305 Apartment In A Convenient Price Is For Sale At South Khulshi,3.0,3.0,1305.0,chattogram,khulshi,1.1,8429.12,medium,no
Buy This 950 Sq Ft Residential Apartment In Ali Nagar Nearby Hill View Public School,2.0,2.0,950.0,chattogram,bayazid,0.4,4210.53,medium,no
Grab This 920 Sq Ft Ready Apartment To Sale In Bakalia,2.0,2.0,920.0,chattogram,bakalia,0.58,6304.35,high,no
Grab This 1994 Sq Ft Apartment Ready To Sale In Sugandha Residential Area,3.0,4.0,1994.0,chattogram,panchlaish,1.55,7773.32,low,no
1860 Sq Ft Nicely Planned Apartment Is Available For sale In Panchlaish Residential Area,3.0,4.0,1860.0,chattogram,chawk bazaar ward,1.75,9408.6,high,no
View This 1320 Sq Ft Nice Apartment Ready For Sale At Jamal Khan,3.0,3.0,1320.0,chattogram,jamal khan,0.95,7196.97,low,no
"Buy This Nicely Designed 1750 Sq Ft Flat In East Nasirabad, Zakir Hossain By Lane",3.0,4.0,1750.0,chattogram,east nasirabad,1.23,7028.57,medium,no
"A Favorable Flat Of 1565 Sq Ft Is Ready For Sale In Sholokbahar, Abdul Hamid Road",3.0,3.0,1565.0,chattogram,sholokbahar,0.9,5750.8,high,no
See This Lovely 2 Bedroom Flat For Sale In Chotopole,2.0,2.0,1013.0,chattogram,double mooring,0.42,4146.1,low,no
Well Developed Flat Of 1262 Sq Ft Is Up For Sale In Dewan Bazar,3.0,3.0,1262.0,chattogram,bakalia,0.57,4516.64,low,no
"We Are Offering A Reasonably Priced Flat For Sale Which Is Featuring 1600 Sq Ft Space In Yakub Future Park Housing, Khulshi",3.0,3.0,1600.0,chattogram,khulshi,1.2,7500.0,low,no
"Well Constructed 1628 Sq Ft Flat For Sale In South Khulsi, Near Khulshi Town Center",3.0,3.0,1628.0,chattogram,khulshi,1.3,7985.26,medium,no
"Close To Indian Embassy, An Apartment Of 3 Bedrooms For Sale Is Available In Khulshi",3.0,3.0,1600.0,chattogram,khulshi,1.0,6250.0,medium,no
"900 Sq Ft Apartment For Sale In Bayazid, Near Ashekane Awlia Degree College",2.0,2.0,900.0,chattogram,bayazid,0.48,5333.33,low,no
Affordable And Wonderful 1420 Sq.Ft Flat Up For Sale In Muradpur,3.0,3.0,1420.0,chattogram,muradpur,0.71,5000.0,medium,no
Grab This Lovely Flat Of 1632 Sq Ft Is Up For Sale In Firingee Bazaar Before It&#039;s Sold Out,3.0,3.0,1632.0,chattogram,firingee bazaar ward,0.92,5637.25,medium,no
"Available In Nasirabad Housing Society, A 1783 Sq Ft Apartment Is Up For Sale.",3.0,3.0,1783.0,chattogram,muradpur,1.16,6505.89,medium,no
2622 Sq Ft Apartment Is For Sale In 15 No. Bagmoniram Ward,5.0,5.0,2622.0,chattogram,bagmoniram ward,3.02,11517.93,low,no
"A Newly Constructed Apartment In Gulshan R/a, Is Available For Sale Which Is 1620 Sq Ft",3.0,3.0,1620.0,chattogram,bayazid,0.68,4197.53,medium,no
Well Defined Flat Of 1300 Sq Ft In Nasirabad Is Available For Sale,2.0,2.0,950.0,chattogram,bayazid,0.47,4947.37,low,no
Grab this 1050 Sq Ft Flat For Sale At Nasirabad,3.0,2.0,1050.0,chattogram,bayazid,0.42,4000.0,medium,no
1550 Sq Ft Flat Is Now To sale Which Is In Chawk Bazaar,3.0,4.0,1550.0,chattogram,chawk bazaar ward,1.2,7741.94,medium,no
Amazing Three Bedroom Flat with Lovely Views Is Up for Sale At 31 No. Alkoron Ward,3.0,2.0,1075.0,chattogram,alkoron ward,0.6,5581.4,low,no
An Amazing Home Of 1100 Sq.Ft Is Up For Sale In 14 No. Lalkhan Bazaar Ward.,3.0,3.0,1100.0,chattogram,lal khan bazaar,0.65,5909.09,medium,no
1100 Square Feet Luxurious Apartment Is Ready For Sale At 14 No. Lalkhan Bazaar Ward,3.0,3.0,1100.0,chattogram,lal khan bazaar,0.7,6363.64,medium,no
At Mehidibag 1800 Sq.ft Ready Flat Is For Sale Close To Mehidibag Jame Masjid.,3.0,4.0,1800.0,chattogram,bagmoniram ward,1.2,6666.67,medium,no
This 1630 Sq.Ft Brand new Flat In Muradpur With A Convenient Price Is Up For Sale,3.0,3.0,1630.0,chattogram,muradpur,0.82,5030.67,medium,no
Nice 1699 Sq Ft Home Is Available For Sale In West Khulshi R/A,3.0,3.0,1699.0,chattogram,north pahartali ward,0.85,5002.94,low,no
Beautifully Constructed 1336 Sq Ft Flat Is Available For Sale In West Khulshi R/a,3.0,3.0,1336.0,chattogram,north pahartali ward,0.67,5014.97,low,no
A well-constructed 1800 SQ FT flat is for sale in 26 No. North Halishahar Ward,3.0,4.0,1800.0,chattogram,halishahar,1.34,7444.44,high,no
A well-constructed 1540 SQ FT flat is for sale in 9 No. North Pahartali Ward,3.0,3.0,1540.0,chattogram,north pahartali ward,0.74,4805.19,high,no
"Buy This Marvelous 2500 Sq Ft Ready Apartment In 15 No. Bagmoniram Ward, Nasirabad",3.0,4.0,2500.0,chattogram,bagmoniram ward,2.15,8600.0,medium,no
Delightful Apartment Of 1500 Sq Ft Is Available For Sale In Bakalia,3.0,2.0,1500.0,chattogram,bakalia,0.95,6333.33,medium,no
"Check Out This 1544 Sq Ft Ready Apartment To Buy At Sholokbahar, Al-madani Road",3.0,3.0,1544.0,chattogram,sholokbahar,0.93,6023.32,low,no
"Buy This 1644 Sq Ft Apartment At Sholokbahar, Al-Madani Road",3.0,3.0,1644.0,chattogram,sholokbahar,0.99,6021.9,high,no
Pleasant Apartment Covering An Area Of 2000 Sq Ft Is Waiting To Sale At Jangalpara,3.0,3.0,2000.0,chattogram,west sholoshohor ward,0.85,4250.0,medium,no
A 1200 Square Feet Apartment Is For Sale Is All Set For You In Dewan Bazar Nearby Khejurtoli Mosque,3.0,3.0,1200.0,chattogram,bakalia,0.77,6416.67,low,no
1235 Square Feet Apartment Is For Sale Near Abdul Hamid Sawdagar High School,3.0,3.0,1235.0,chattogram,bakalia,0.41,3319.84,high,no
Visit This Apartment For Sale In Chasma Hill R/A Near Hossain Ahmed Chowdhury City Corporation School &amp; College,3.0,3.0,1252.0,chattogram,west sholoshohor ward,0.65,5191.69,medium,no
An Apartment For Sale Is Available In South Agrabad,3.0,3.0,1300.0,chattogram,double mooring,0.72,5538.46,low,no
"A Perfect Flat Of 1300 Sq Ft For Living With Family Is Available For Sale At Chandgaon R/a, 4 No Chandgaon Ward",3.0,3.0,1300.0,chattogram,chandgaon ward,0.78,6000.0,medium,no
"Grab A 1300 Sq Ft Flat For Sale At Chandgaon R/a, 4 No Chandgaon Ward",3.0,3.0,1300.0,chattogram,chandgaon ward,0.78,6000.0,medium,no
Prominent 2289 Sq Ft Ready Flat For Sale In Bagmoniram,3.0,3.0,2289.0,chattogram,bagmoniram ward,2.6,11358.67,medium,no
"1350 Sq Ft Apartment For Sale In Forest Institute Road, West Sholoshohor",3.0,3.0,1350.0,chattogram,west sholoshohor ward,0.93,6888.89,low,no
1627 Sq Ft Flat Is For Sale At 26 No. North Halishahar Ward,3.0,3.0,1627.0,chattogram,halishahar,1.05,6453.6,medium,no
This Flat In North Halishahar With A Convenient Price Is Up For Sale,3.0,3.0,1490.0,chattogram,halishahar,0.67,4496.64,low,no
Offering You 1301 Sq Ft Flat For Sale In Nasirabad,3.0,4.0,1301.0,chattogram,bagmoniram ward,1.1,8455.03,low,no
1400 Sq Ft Apartment To Sale In Dewan Bazar Next To Shri Shri Ramthakur O Joy Baba Loknath Kunjo,3.0,3.0,1400.0,chattogram,bakalia,0.77,5500.0,low,no
1685 Sq Ft Apartment To Sale In Bakalia Beside To Majid Sawdagor Masjid,3.0,3.0,1685.0,chattogram,bakalia,0.93,5519.29,low,no
1500 Sq Ft Apartment To Sale In Bakalia Near Khanka-E-Quaderia Sayedia Tayabia Baluar Dighi,3.0,3.0,1500.0,chattogram,bakalia,0.82,5466.67,low,no
"1500 Sq Ft Nice Apartment To Sale In Ghat Farhat Beg , Bakalia",3.0,3.0,1500.0,chattogram,bakalia,0.82,5466.67,low,no
An Apartment Which Is Up For Sale At Double Mooring Near To Osman Goni Jame Masjid,3.0,3.0,1250.0,chattogram,double mooring,0.5,4000.0,low,no
A well-constructed 2420 SQ FT flat is for sale in 33 No. Firingee Bazaar Ward,3.0,3.0,2420.0,chattogram,firingee bazaar ward,1.33,5495.87,medium,no
A Well-constructed 1250 Sq Ft Flat Is For Sale In 33 No. Firingee Bazaar Ward,3.0,3.0,1250.0,chattogram,firingee bazaar ward,0.65,5200.0,low,no
Express Your Individuality At This 1400 Sq.ft Apartment Which Is Vacant For Sale In The Location Of Jamal Khan Close To Ashkar Dighir Purba Par Masjid.,3.0,3.0,1400.0,chattogram,jamal khan,1.0,7142.86,medium,no
In 26 No. North Halishahar Ward A Standard Flat Is For Sale,3.0,3.0,1300.0,chattogram,halishahar,0.54,4153.85,medium,no
Check This 1300 Sq.Ft Apartment Up For Sale At 14 No. Lalkhan Bazaar Ward.,3.0,3.0,1300.0,chattogram,lal khan bazaar,0.75,5769.23,low,no
This Apartment Up For Sale At Dampara Near Lalkhan Bazar Jame Mosjid.,3.0,3.0,1200.0,chattogram,lal khan bazaar,0.6,5000.0,medium,no
A Lucrative Business Space Is Up For Sale In The Great Location Of Sheikh Mujib Road Near To Dutch-bangla Bank Limited | Fast Track.,3.0,3.0,2609.0,chattogram,double mooring,3.39,12993.48,high,no
Let Us Assist You To Buy This Flat Of 2000 Sq Ft Summiting The Vision About Your Future Home,3.0,3.0,2000.0,chattogram,halishahar,1.1,5500.0,medium,no
Take A Look At This 2200 Sq Ft Apartment Ready For Sale In 26 No. North Halishahar Ward,3.0,3.0,2200.0,chattogram,halishahar,1.21,5500.0,low,no
Ready flat 1500 SQ FT is now for sale in 4 No Chandgaon Ward,3.0,3.0,1500.0,chattogram,chandgaon ward,0.9,6000.0,high,no
Take A Look At This Great 1700 Sq Ft Ready Flat For Sale At West Sholoshohor Ward,4.0,4.0,1700.0,chattogram,west sholoshohor ward,0.95,5588.24,low,no
This 1157 Square Feet Residential Apartment For Sale Close To Sabujbag Central Jame Masjid At Halishahar .,3.0,3.0,1157.0,chattogram,halishahar,0.4,3457.22,low,no
Check This 1388 Sq.Ft Apartment Up For Sale At Dewanhat Very Near To Dewanhat City Corporation College,3.0,3.0,1388.0,chattogram,double mooring,0.56,4034.58,high,no
1790 Sq Ft Residential Apartment For Sale At 24 No. North Agrabad Ward,3.0,3.0,1790.0,chattogram,double mooring,0.75,4189.94,medium,no
This Promising Flat With A Nice Environment Is Ready To Be Sold In Double Mooring,4.0,4.0,1500.0,chattogram,double mooring,0.5,3333.33,high,no
Check This 1700 Sq.Ft Apartment Which Is For Sale At Bayazid Near To Paharika Abashik Jam-E-Masjid.,3.0,3.0,1700.0,chattogram,bayazid,0.7,4117.65,medium,no
View This 1700 Sq Ft Flat For Sale At Bayazid,3.0,3.0,1700.0,chattogram,bayazid,0.7,4117.65,medium,no
1300 Sq.ft Flat For Sale At South Agrabad,3.0,3.0,1300.0,chattogram,double mooring,0.72,5538.46,low,no
"Available In Chandgaon Residential Area , A 1313 Sq.ft Apartment For Sale .",3.0,3.0,1313.0,chattogram,chandgaon ward,0.72,5483.63,medium,no
We Have A 2000 Sq Ft Ready Flat For sale In North Pahartali Ward Nearby Foy’s Lake Amusement World,3.0,3.0,2000.0,chattogram,north pahartali ward,1.05,5250.0,medium,no
Graceful Flat Of 1410 Sq Ft Is Prepared For sale In West Khulshi,3.0,3.0,1410.0,chattogram,north pahartali ward,0.88,6241.13,medium,no
A Beautiful &amp; Furnished Apartment For Sale Is All Set For You In Double Mooring Nearby Mercantile Bank Limited,4.0,5.0,2750.0,chattogram,double mooring,2.0,7272.73,medium,no
Flat For Sale In Muradpur Near Prabartak Iskcon Sri Krishna Temple,3.0,3.0,1800.0,chattogram,muradpur,0.95,5277.78,medium,no
Property For Sale In South Khulsi– 1338 Sq Ft Apartment,3.0,3.0,1338.0,chattogram,khulshi,1.2,8968.61,low,no
