Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Location,location_area,Price_in_Cr,is_commercial,is_residential,Price_per_sqft,floor_level
"1775 Sq Ft Apartment With 3 Bedrooms Is Available To Sale In Kotwali, Patharghata",3.0,3.0,8.0,vacant,1775.0,chattogram,"Patharghata, Kotwali",kotwali,1.21,0.0,1.0,6816.9,medium
Acquire This Flat For Your Next Residence In A Nice Location Of Bagmoniram Is Up For Sale.,3.0,3.0,5.0,vacant,1700.0,chattogram,"Chatteshwari Road, 15 No. Bagmoniram Ward",bagmoniram ward,1.05,0.0,1.0,6176.47,medium
Offering You A Nice Flat For Sale In Chatteshwari Road Near Chatteshwari Road,3.0,3.0,3.0,vacant,1430.0,chattogram,"Chatteshwari Road, 15 No. Bagmoniram Ward",bagmoniram ward,0.85,0.0,1.0,5944.06,low
"Buy This 2200 Sq Ft Apartment In Khulshi, Zakir Hossain Road",3.0,4.0,1.0,vacant,2200.0,chattogram,"Zakir Hossain Road, Khulshi",khulshi,1.3,0.0,1.0,5909.09,low
"Buy This 2000 Sq Ft Apartment In Khulshi, Zakir Hossain Road",3.0,4.0,6.0,vacant,2000.0,chattogram,"Zakir Hossain Road, Khulshi",khulshi,1.3,0.0,1.0,6500.0,medium
"An apartment is ready for sale at Enayet Bazaar Ward, near United Commercial Bank Limited",3.0,2.0,3.0,vacant,1290.0,chattogram,"Goaltuli Lane, 22 No. Enayet Bazaar Ward",enayet bazaar ward,0.8,1.0,0.0,6201.55,low
If You Are Looking For A Modern Well-planned Flat For Sale Then You Can Choose This 1337 Sq Ft Flat In 24 No. North Agrabad Ward,3.0,3.0,2.0,vacant,1337.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.78,0.0,1.0,5833.96,low
"This Vacant Apartment Of 1459 Sq Ft Situated In Double Mooring, Is Up For Sale",3.0,3.0,1.0,vacant,1459.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.85,0.0,1.0,5825.91,low
Visit This 1360 Sq Ft Flat For Sale At 24 No North Agrabad Ward,3.0,3.0,8.0,vacant,1360.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.79,0.0,1.0,5808.82,medium
1337 Sq Ft Convenient Apartment For Is Here Ready For Sale In 24 No. North Agrabad Ward,3.0,3.0,4.0,vacant,1337.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.78,0.0,1.0,5833.96,medium
"Buy This 1150 Sq Ft Ready Apartment In Jamal Khan, Ashkar Dighir Par",2.0,3.0,7.0,vacant,1150.0,chattogram,"Ashkar Dighir Par, Jamal Khan",jamal khan,0.6,0.0,1.0,5217.39,medium
A Nicely Constructed Apartment Of 6509 Sq Ft Is Ready For Sale In 15 No. Bagmoniram Ward.,4.0,5.0,10.0,vacant,6509.0,chattogram,"Badshah Miah Chowdhury Road, 15 No. Bagmoniram Ward",bagmoniram ward,6.5,0.0,1.0,9986.17,high
Well-developed 4509 Sq Ft Residence Up For Sale In 15 No. Bagmoniram Ward,4.0,5.0,5.0,vacant,4509.0,chattogram,"Badshah Miah Chowdhury Road, 15 No. Bagmoniram Ward",bagmoniram ward,4.5,0.0,1.0,9980.04,medium
1200 Sq Ft Commercial Office Is Ready For Sale At 32 No. Andarkilla Ward,,,4.0,vacant,1200.0,chattogram,32 No. Andarkilla Ward,,0.72,1.0,0.0,6000.0,medium
A Unique Apartment In Colonel Hat Near Colonel Hat City Corporation Is Up For Sale,3.0,3.0,2.0,vacant,1397.0,chattogram,"Colonel Hat, 10 No. North Kattali Ward",north kattali ward,0.58,0.0,1.0,4151.75,low
"Buy This Decent 1630 Sq Ft Ready Flat In Bayazid, Polytechnic",3.0,4.0,6.0,vacant,1630.0,chattogram,"Polytechnic, Bayazid",bayazid,0.85,0.0,1.0,5214.72,medium
"At Bayazid, Green Valley 1370 Sq Ft Apartment For Sale",3.0,3.0,1.0,vacant,1370.0,chattogram,"Green Valley, Bayazid",bayazid,0.65,0.0,1.0,4744.53,low
"A Perfect Flat Of 1278 Sq Ft For Living With Family Is Available For Sale At Banani Housing Society, Bayazid",3.0,2.0,1.0,vacant,1278.0,chattogram,"Shahid Nagar, Bayazid",bayazid,0.65,0.0,1.0,5086.07,low
"Checkout This 181 Sq Ft Shop Area For Sale In 15 No. Bagmoniram Ward, Cda Avenue",,,2.0,vacant,181.0,chattogram,"CDA Avenue, 15 No. Bagmoniram Ward",bagmoniram ward,0.95,1.0,0.0,52486.19,low
Residential Apartment Is On Sale In Zakir Hossain Road Nearby Chattogram Diabetic General Hospital,3.0,3.0,1.0,vacant,1410.0,chattogram,"West Khulshi, 9 No. North Pahartali Ward",north pahartali ward,0.78,0.0,1.0,5531.91,low
Visit This Apartment For Sale In Patharghata Near St. Scholastica&#039;s Girls&#039; School &amp; College,3.0,3.0,9.0,vacant,1354.0,chattogram,"Patharghata, Kotwali",kotwali,0.64,0.0,1.0,4726.74,high
Ready Flat Of 1013 Sq Ft Is Now For Sale In South Agrabad,2.0,2.0,1.0,vacant,1013.0,chattogram,"South Agrabad, Double Mooring",double mooring,0.5,0.0,1.0,4935.83,low
Wonderful Flat Of 1450 Sq Ft Is Available For Sale In Jamal Khan,3.0,3.0,2.0,vacant,1450.0,chattogram,"Darul Uloom Road, Jamal Khan",jamal khan,1.15,0.0,1.0,7931.03,low
1290 Sq Ft Ready Commercial Office For Sale In Muradpur,,,2.0,vacant,1290.0,chattogram,"Mirzapul Road, Muradpur",muradpur,1.1,1.0,0.0,8527.13,low
We Have A 1320 Sq.Ft Flat For Sale In Bahaddarhat Nearby Bahaddarhat BWDB office.,3.0,3.0,4.0,vacant,1320.0,chattogram,"Bahaddarhat, 4 No Chandgaon Ward",chandgaon ward,0.59,1.0,0.0,4469.7,medium
Acquire This Shop Which Is Up For Sale In Bandartila Near Bandartila Eye Hospital,,,4.0,vacant,150.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.15,1.0,0.0,10000.0,medium
See This Shop Space Up For Sale Located In Bandartila Near Islami Bank Bangladesh Limited,,,5.0,vacant,200.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.2,1.0,0.0,10000.0,medium
At Chandgaon R/A Nice Flat Up For Sale Near Chandgaon Post Office,3.0,3.0,4.0,vacant,1200.0,chattogram,"Bahaddarhat, 4 No Chandgaon Ward",chandgaon ward,0.65,1.0,0.0,5416.67,medium
This 115 Sq.Ft Shop Is Up For Sale In Kazirhat.,,,1.0,vacant,115.0,chattogram,"Mohara, 4 No Chandgaon Ward",chandgaon ward,0.23,1.0,0.0,20000.0,low
Be The Owner Of This 1365 Sq Ft Beautiful Flat Which Is Vacant Now For Sale At Shahid Nagar,3.0,3.0,1.0,vacant,1365.0,chattogram,"Shahid Nagar, Bayazid",bayazid,0.6,0.0,1.0,4395.6,low
1150 Square Feet And 2 Bedroom Flat Is For Sale At Pahartali,2.0,2.0,4.0,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.46,0.0,1.0,4000.0,medium
Check This Fine Looking Flat Of 1150 Sq Ft Offered For Sale At Sarai Para,2.0,2.0,4.0,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.46,0.0,1.0,4000.0,medium
Visit This 1050 Sq.ft Flat is For Sale At Pahartali Very Near To Janata Bank Limited,2.0,2.0,5.0,vacant,1050.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.42,0.0,1.0,4000.0,medium
Your Desired Large 2 Bedroom Home In Pahartali Is Now Vacant For Sale,2.0,2.0,1.0,vacant,1150.0,chattogram,"12 No. Sarai Para Ward, Double Mooring",double mooring,0.46,0.0,1.0,4000.0,low
A 1750 Sq Ft Wonderful Flat Is For Sale At Hill View R/A,3.0,3.0,1.0,vacant,1750.0,chattogram,"Hill View R/A, Bayazid",bayazid,1.0,0.0,1.0,5714.29,low
An Apartment Of 1352 Sq.Ft Is Up For Sale In Patharghata Near Patharghata Girls&#039; High School.,3.0,3.0,8.0,vacant,1352.0,chattogram,"Patharghata, Kotwali",kotwali,0.68,0.0,1.0,5029.59,medium
In The Location Of Patharghata An Apartment Is For Sale Near Patharghata Girls&#039; High School.,3.0,3.0,8.0,vacant,1370.0,chattogram,"Patharghata, Kotwali",kotwali,0.68,0.0,1.0,4963.5,medium
200 Sq Ft Commercial Shop Is Available For Sale At Bakalia,,,4.0,vacant,200.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.46,1.0,0.0,23000.0,medium
"Decor Your 86 Sq. Ft. Shop In Korbanganj, Is Up For Sale",,,1.0,vacant,86.0,chattogram,"Korbanigonj, Kotwali",kotwali,0.1,1.0,0.0,11627.91,low
"Available For Sale In Double Mooring, A 1680 Sq Ft Lucrative Office Space",,,4.0,vacant,1680.0,chattogram,"28 No. Pathantooly Ward, Double Mooring",double mooring,3.0,1.0,0.0,17857.14,medium
Wonderful 1545 Sq Ft Flat Is Available For Sale In 9 No. North Pahartali Ward,3.0,3.0,3.0,vacant,1545.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.77,0.0,1.0,4983.82,low
Adopt Your Destination At 1375 Sq Ft House Which Is Available For Sale In Lal Khan Bazaar,3.0,3.0,5.0,vacant,1375.0,chattogram,"Hill Side Residential Area, Lal Khan Bazaar",lal khan bazaar,0.86,0.0,1.0,6254.55,medium
To Settle Comfortably You Can Take This 1375 Sq Ft Flat For Sale In Lal Khan Bazaar,3.0,3.0,1.0,vacant,1375.0,chattogram,"Hill Side Residential Area, Lal Khan Bazaar",lal khan bazaar,0.86,0.0,1.0,6254.55,low
An Apartment Of 1780 Sq.Ft For Sale Is All Set For You To Settle In Kazir Dewri Close To Mount Hospital (Pvt.) Ltd.,3.0,4.0,1.0,vacant,1780.0,chattogram,"Joy Pahar Housing Estate, Kazir Dewri",kazir dewri,1.3,0.0,1.0,7303.37,low
"This Slender 3 Bedroom Flat At Lake Valley R/A-North Pahartali , Meeting Your Residential Concerns Is The Perfect Home To You.",3.0,3.0,6.0,vacant,1400.0,chattogram,"Lake Valley R/A, 9 No. North Pahartali Ward",north pahartali ward,0.78,0.0,1.0,5571.43,medium
"Take The Offer Of Buying This 1544 Sq Ft Apartment At Sholokbahar, Al-madani Road",3.0,3.0,5.0,vacant,1544.0,chattogram,"Al-Madani Road, Sholokbahar",sholokbahar,0.93,0.0,1.0,6023.32,medium
Sholokbahar Is Offereing You A 1644 Sq Ft Apartment To Buy,3.0,3.0,6.0,vacant,1644.0,chattogram,"Al-Madani Road, Sholokbahar",sholokbahar,0.99,0.0,1.0,6021.9,medium
1646 Sq Ft Apartment Is Ready To Be Sold At Sholokbahar,3.0,3.0,8.0,vacant,1646.0,chattogram,"Al-Madani Road, Sholokbahar",sholokbahar,1.0,0.0,1.0,6075.33,medium
"1340 Square Feet Decent Flat Is Up For Sale In Bayazid, Raufabad Residential Area",3.0,3.0,4.0,vacant,1340.0,chattogram,"Raufabad Residential Area, Bayazid",bayazid,0.8,0.0,1.0,5970.15,medium
"2250 Sq Ft Apartment For Sale At Khulshi, Zakir Hossain Road",3.0,3.0,1.0,vacant,2250.0,chattogram,"Zakir Hossain Road, Khulshi",khulshi,1.6,0.0,1.0,7111.11,low
We Have A 1335 Sq.Ft-3 Bedroom Flat For Sale In Bakalia Nearby Moor Ali Baper Jame Masjid,3.0,3.0,7.0,vacant,1335.0,chattogram,"18 No. East Bakalia Ward, Bakalia",bakalia,0.53,0.0,1.0,3970.04,medium
"Start A New Home, In This, 1325 Sq Ft Flat For Sale In Kalamia Bazar",3.0,3.0,6.0,vacant,1325.0,chattogram,"18 No. East Bakalia Ward, Bakalia",bakalia,0.53,0.0,1.0,4000.0,medium
Visit This Apartment For Sale In Halishahar Near Abdul Gofur Mosque,3.0,3.0,7.0,vacant,1600.0,chattogram,"37 No. North-Middle Halishahar Ward, Halishahar",halishahar,0.65,0.0,1.0,4062.5,medium
A 1100 Sq Ft Apartment Is Waiting For Sale At Lal Khan Bazaar Nearby Chittagong Police Institution,3.0,3.0,1.0,vacant,1100.0,chattogram,"14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",lal khan bazaar,0.55,0.0,1.0,5000.0,low
Ready Flat 2250 Sq Ft Is Now For Sale In Nasirabad Nearby Agrani Bank Limited,3.0,3.0,8.0,vacant,2250.0,chattogram,"Zakir Hossain By Lane, East Nasirabad",east nasirabad,1.2,0.0,1.0,5333.33,medium
Suitable For Family Living A 1644 Sq Ft Flat Is Available For Sale In Sholokbahar,3.0,3.0,1.0,vacant,1644.0,chattogram,"Al-Madani Road, Sholokbahar",sholokbahar,0.99,0.0,1.0,6021.9,low
"In The Location Of Firingee Bazaar, An Apartment Is For Sale Near Firingee Bazaar Temple",3.0,3.0,1.0,vacant,1608.0,chattogram,"Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward",firingee bazaar ward,0.8,0.0,1.0,4975.12,low
1740 Sq Ft Luxurious Apartment Is Ready For Sale In South Khulshi Area,3.0,3.0,2.0,vacant,1740.0,chattogram,"South Khulshi, Khulshi",khulshi,1.15,0.0,1.0,6609.2,low
"1775 Sq Ft Apartment With 3 Bedrooms Is Available To Sale In Kotwali, Patharghata",3.0,3.0,8.0,vacant,1775.0,chattogram,"Patharghata, Kotwali",kotwali,1.21,0.0,1.0,6816.9,medium
Acquire This Flat For Your Next Residence In A Nice Location Of Bagmoniram Is Up For Sale.,3.0,3.0,5.0,vacant,1700.0,chattogram,"Chatteshwari Road, 15 No. Bagmoniram Ward",bagmoniram ward,1.05,0.0,1.0,6176.47,medium
Offering You A Nice Flat For Sale In Chatteshwari Road Near Chatteshwari Road,3.0,3.0,3.0,vacant,1430.0,chattogram,"Chatteshwari Road, 15 No. Bagmoniram Ward",bagmoniram ward,0.85,0.0,1.0,5944.06,low
Close To Railway Workshop Gate Jame Mosque This 900 Sq.Ft Residential Apartment For Sale,2.0,2.0,1.0,vacant,900.0,chattogram,"Ambagan Road, Railway Colony",railway colony,0.45,1.0,0.0,5000.0,low
A well-constructed 1325 SQ FT flat is for sale in Bakalia,3.0,3.0,4.0,vacant,1325.0,chattogram,"18 No. East Bakalia Ward, Bakalia",bakalia,0.53,0.0,1.0,4000.0,medium
"1646 Sq Ft Lovely Apartment For Sale At Khushi, Yakub Future Park Housing",3.0,4.0,7.0,vacant,1646.0,chattogram,"Yakub Future Park Housing, Khulshi",khulshi,1.1,0.0,1.0,6682.87,medium
10500 Sq Ft Abundant Commercial Space For Sale In Double Mooring,,,6.0,vacant,10500.0,chattogram,"Sheikh Mujib Road, Double Mooring",double mooring,14.7,1.0,0.0,14000.0,medium
Visit This Apartment For Sale Covering An Area Of 1588 Sq Ft In Double Mooring Near Boro Pukur Par Masjid,3.0,3.0,3.0,vacant,1588.0,chattogram,"25 No. Rampur Ward, Double Mooring",double mooring,0.98,0.0,1.0,6171.28,low
"Pursue This 1175 Sq Ft Flat Up For Sale In West Khulshi R/a, Badc Road",3.0,3.0,7.0,vacant,1175.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.59,0.0,1.0,5021.28,medium
Seize This 1545 Sq Ft Flat For Sale In West Khulshi R/a,3.0,3.0,7.0,vacant,1545.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.77,0.0,1.0,4983.82,medium
"1336 Sq Ft Prefect Flat For Sale In 9 No. North Pahartali Ward, West Khulshi R/a",3.0,3.0,7.0,vacant,1336.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.67,0.0,1.0,5014.97,medium
Let Us Introduce You To This 1699 Sq Ft Flat For Sale In 9 No. North Pahartali Ward,3.0,3.0,6.0,vacant,1699.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.85,0.0,1.0,5002.94,medium
Upgrade Your Home Experience By Buying This 1739 Sq Ft Flat In 9 No. North Pahartali Ward,3.0,3.0,6.0,vacant,1739.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.87,0.0,1.0,5002.88,medium
"Buy This 1440 Sq Ft Flat In The Area Of Bayazid, Hill View R/a, Block A",3.0,3.0,3.0,vacant,1440.0,chattogram,"Hill View R/A, Bayazid",bayazid,0.6,0.0,1.0,4166.67,low
"1440 Sq Ft Flat With 3 Bedrooms For Sale At Bayazid, Hill View R/a, Block A",3.0,3.0,3.0,vacant,1440.0,chattogram,"Hill View R/A, Bayazid",bayazid,0.62,0.0,1.0,4305.56,low
"1440 Sq Ft Flat Is Set For Sale At Bayazid, Hill View R/a",3.0,3.0,4.0,vacant,1440.0,chattogram,"Hill View R/A, Bayazid",bayazid,0.6,0.0,1.0,4166.67,medium
"Buy This 1440 Sq Ft Flat In Bayazid, Hill View R/a",3.0,3.0,2.0,vacant,1440.0,chattogram,"Hill View R/A, Bayazid",bayazid,0.62,0.0,1.0,4305.56,low
"We Are Offering You This 1440 Sq Ft Flat Up For Sale In Bayazid, Hill View R/a, Block A",3.0,3.0,2.0,vacant,1440.0,chattogram,"Hill View R/A, Bayazid",bayazid,0.62,0.0,1.0,4305.56,low
This 129 Sq Ft Shop Is Up For Sale In South Halishahar,,,,vacant,129.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.37,1.0,0.0,28682.17,
A Commercial Shop Is Up For Sale In The Location Of Halishahar Near Navy Hospital,,,,vacant,176.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.44,1.0,0.0,25000.0,
"In Halishahar Near Navy Hospital, A 110 Sq. Ft Shop Is Vacant For Sale.",,,,vacant,110.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.28,1.0,0.0,25454.55,
"Buy This 2200 Sq Ft Apartment In Khulshi, Zakir Hossain Road",3.0,4.0,1.0,vacant,2200.0,chattogram,"Zakir Hossain Road, Khulshi",khulshi,1.3,0.0,1.0,5909.09,low
"Buy This 2000 Sq Ft Apartment In Khulshi, Zakir Hossain Road",3.0,4.0,6.0,vacant,2000.0,chattogram,"Zakir Hossain Road, Khulshi",khulshi,1.3,0.0,1.0,6500.0,medium
"An apartment is ready for sale at Enayet Bazaar Ward, near United Commercial Bank Limited",3.0,2.0,3.0,vacant,1290.0,chattogram,"Goaltuli Lane, 22 No. Enayet Bazaar Ward",enayet bazaar ward,0.8,1.0,0.0,6201.55,low
A Unique Apartment In Colonel Hat Near Colonel Hat City Corporation Is Up For Sale,3.0,3.0,2.0,vacant,1397.0,chattogram,"Colonel Hat, 10 No. North Kattali Ward",north kattali ward,0.58,0.0,1.0,4151.75,low
"Buy This Decent 1630 Sq Ft Ready Flat In Bayazid, Polytechnic",3.0,4.0,6.0,vacant,1630.0,chattogram,"Polytechnic, Bayazid",bayazid,0.85,0.0,1.0,5214.72,medium
"At Bayazid, Green Valley 1370 Sq Ft Apartment For Sale",3.0,3.0,1.0,vacant,1370.0,chattogram,"Green Valley, Bayazid",bayazid,0.65,0.0,1.0,4744.53,low
&#039;At South khulsi 1450sqf ready flat for sale&#039;,,,,,,chattogram,"Road No 1, South Khulsi",south khulsi,0.75,0.0,1.0,,
test listing ma 24.6:2,,,,,,chattogram,,,0.01,0.0,1.0,,
test listing ma 22.6:2,,,,,,chattogram,,,0.0,0.0,1.0,,
An Impressive 1750 Sq Ft Residential Apartment Is Up For Sale In The Center Of O R Nizam Road Residential Area.,,,,,,chattogram,"Nasirabad, 15 No. Bagmoniram Ward",bagmoniram ward,1.4,0.0,1.0,,
Very Well Designed 1314 Sq Ft Residential Flat Is There For Sale At Nasirabad,3.0,3.0,2.0,vacant,1314.0,chattogram,"Nasirabad, Bayazid",bayazid,0.76,0.0,1.0,5783.87,low
Offering you a 1650 SQ FT flat for sale in Khulshi,3.0,3.0,9.0,vacant,1650.0,chattogram,"Yakub Future Park Housing, Khulshi",khulshi,0.97,0.0,1.0,5878.79,high
"1500 Sq Ft Flat For Sale In Panchlaish, Katalgonj",3.0,3.0,4.0,vacant,1500.0,chattogram,"Katalgonj, Panchlaish",panchlaish,1.1,0.0,1.0,7333.33,medium
"Grab This 2200 Sq Ft Apartment With 3 Beds Up For Sale At Halishahar Housing Estate, Block H",3.0,3.0,2.0,vacant,2200.0,chattogram,"26 No. North Halishahar Ward, Halishahar",halishahar,1.21,0.0,1.0,5500.0,low
"Make This Your New Home Which Is Up For Sale In Dewan Bazar, Covering 1206 Sq Ft Space",3.0,3.0,1.0,vacant,1206.0,chattogram,"Dewan Bazar, Bakalia",bakalia,0.54,0.0,1.0,4477.61,low
Properly Designed This 1900 Sq Ft Apartment Is Now Up For Sale In Muradpur,3.0,4.0,5.0,vacant,1900.0,chattogram,"Nasirabad Housing Society, Muradpur",muradpur,1.41,0.0,1.0,7421.05,medium
Shop Space Up For Sale In Bahaddarhat Nearby Bahaddarhat Jame Masjid,,,5.0,vacant,93.0,chattogram,"CDA Avenue, Sholokbahar",sholokbahar,0.24,1.0,0.0,25806.45,medium
Fully Fitted Shop Space Of 110 Sq Ft Is Ready To Sale In 9 No. North Pahartali Ward Close To Brac Bank Limited,,,1.0,vacant,110.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.38,1.0,0.0,34545.45,low
"Agree To Buy This 111 Sq Ft Shop In 9 No. North Pahartali Ward, To Invest Rationally In Your Business",,,,vacant,111.0,chattogram,"Dhaka Trunk Road, 9 No. North Pahartali Ward",north pahartali ward,0.39,1.0,0.0,35135.14,
"In Cosmopolitan R/A , 1120 Square Feet Medium Size Apartment Is Available For Sale",2.0,2.0,5.0,vacant,1120.0,chattogram,"Cosmopolitan R/A, 7 No. West Sholoshohor Ward",west sholoshohor ward,0.67,0.0,1.0,5982.14,medium
In The Beautiful Neighborhood In Chandgaon Near By Chandgaon C.D.A Abashik Elaka Jame Moshjid A 1700 Sq.Ft Flat Is Up For Sale,3.0,3.0,4.0,vacant,1700.0,chattogram,"Chandgaon Residential Area, 4 No Chandgaon Ward",chandgaon ward,0.82,0.0,1.0,4823.53,medium
This Nice Flat Is Now Up For Sale In South Agrabad Near South Point Hospital,3.0,3.0,2.0,vacant,1075.0,chattogram,"South Agrabad, Double Mooring",double mooring,0.51,0.0,1.0,4744.19,low
1050 Sq Ft Ready Flat For Sale At Bayazid,2.0,2.0,6.0,vacant,1050.0,chattogram,"Chadra Nagar, Bayazid",bayazid,0.4,0.0,1.0,3809.52,medium
138 Sq Ft Shop Is Available For Sale In Halishahar Nearby Halishahar Thana,,,1.0,vacant,138.0,chattogram,"39 No. South Halishahar Ward, Halishahar",halishahar,0.4,1.0,0.0,28985.51,low
Buy This 864 Sq Ft Apartment In 17 No West Bakalia Ward,2.0,2.0,6.0,vacant,864.0,chattogram,"17 No West Bakalia Ward, Bakalia",bakalia,0.48,0.0,1.0,5555.56,medium
Nice 1440 Sq Ft Flat Is Available For Sale In West Khulshi,3.0,3.0,8.0,vacant,1440.0,chattogram,"West Khulshi, 9 No. North Pahartali Ward",north pahartali ward,0.82,0.0,1.0,5694.44,medium
"1800 Sq Ft Flat For Sale In A Great Locality Of Panchlaish, Sugandha Residential Area",3.0,3.0,6.0,vacant,1800.0,chattogram,"Sugandha Residential Area, Panchlaish",panchlaish,1.58,0.0,1.0,8777.78,medium
"Built With Modern Amenities, Check This Flat for Sale Which Is 1860 Sq Ft in Muradpur",3.0,4.0,5.0,vacant,1860.0,chattogram,"Nasirabad Housing Society, Muradpur",muradpur,1.38,0.0,1.0,7419.35,medium
New With A View – 1841 Sq Ft Flat For Sale In South Khulsi,4.0,4.0,2.0,vacant,1841.0,chattogram,"South Khulshi, Khulshi",khulshi,1.6,0.0,1.0,8690.93,low
Pursue This 1300 Square Feet Flat To Buy In Bayazid,3.0,3.0,6.0,vacant,1300.0,chattogram,"Ali Nagar, Bayazid",bayazid,0.62,0.0,1.0,4769.23,medium
"At Momin Bagh R/A , A 3 Bedroom Large Residential Apartment For Sale",,,,,,chattogram,"Ali Nagar, Bayazid",bayazid,0.48,0.0,1.0,,
Buy This Great 2530 Sq Ft Apartment In Nasirabad,4.0,5.0,6.0,vacant,2530.0,chattogram,"Nasirabad, 15 No. Bagmoniram Ward",bagmoniram ward,2.91,0.0,1.0,11501.98,medium
Offering you 1650 SQ FT flat for sale in 9 No. North Pahartali Ward,4.0,3.0,9.0,vacant,1650.0,chattogram,"West Khulshi R/A, 9 No. North Pahartali Ward",north pahartali ward,0.82,0.0,1.0,4969.7,high
Buy This 980 Sq Ft Apartment With 2 Bedrooms In 24 No. North Agrabad Ward,2.0,2.0,5.0,vacant,980.0,chattogram,"24 No. North Agrabad Ward, Double Mooring",double mooring,0.42,0.0,1.0,4285.71,medium
1305 Sq Ft Modern Apartment For Sale At South Khulshi,3.0,3.0,5.0,vacant,1305.0,chattogram,"South Khulshi, Khulshi",khulshi,1.1,0.0,1.0,8429.12,medium
Great News! This 1200 Sq Ft Flat For Sale In 37 No. North-Middle Halishahar Ward Which Can Be Your Next Destination,3.0,3.0,4.0,vacant,1200.0,chattogram,"37 No. North-Middle Halishahar Ward, Halishahar",halishahar,0.45,0.0,1.0,3750.0,medium
