Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Location,location_area,Price_in_Cr
1050 Sq.Ft And 3 Bedroom Apartment For Sale In Ibrahimpur Near Ibrahimpur Central Jame Masjid,3.0,3.0,1,vacant,1050.0,dhaka,"Srjani road, Ibrahimpur",ibrahimpur,0.38
"At Joar Sahara, flat for Sale close to DBBL ATM",3.0,2.0,1,vacant,1200.0,dhaka,"Lichu Bagan Road, Joar Sahara",joar sahara,0.55
Visit This Apartment For Sale In Kallyanpur Near Kallyanpur Kazi Office.,4.0,3.0,1,vacant,1650.0,dhaka,"Kallyanpur, Mirpur",mirpur,1.0
A Shop Is Up For Sale In Middle Badda Near IFIC Bank Limited.,,,,vacant,89.0,dhaka,"Middle Badda, Badda",badda,0.3
An Apartment Up For Sale At Pallabi Near To Pallabi Jhil Jame Mashjid,3.0,3.0,6,vacant,1850.0,dhaka,"Pallabi, Mirpur",mirpur,0.98
A 1420 Sq. Ft Brand New Apartment Which Is Up For Sale At Pallabi Near To Popular Hospital.,3.0,3.0,2,vacant,1420.0,dhaka,"Pallabi, Mirpur",mirpur,0.82
Welcome You A Cozy Apartment Placed In Mirpur Near Eastern Housing,2.0,2.0,4,vacant,850.0,dhaka,"Pallabi, Mirpur",mirpur,0.33
Beautiful And Well-constructed Flat Is Ready For Sale At Shahjadpur Nearby Shahjadpur Model Government Primary School,3.0,3.0,7,vacant,1475.0,dhaka,"Shahjadpur, Badda",badda,1.56
Impressive Flat Of 1375 Sq Ft Is Up For Sale In Shahjadpur Near Eidgah Mosque,3.0,3.0,4,vacant,1375.0,dhaka,"Shahjadpur, Badda",badda,1.46
Get Comfortable In A Flat For Sale In Paikpara Nearby Paikpara Jame Mosjid,3.0,2.0,1,vacant,1050.0,dhaka,"Paikpara, Mirpur",mirpur,0.44
"Create Your New Home In A Flat For Sale In Mirpur, Near Pallabi Mohila Degree College",2.0,2.0,2,vacant,905.0,dhaka,"Section 12, Mirpur",mirpur,0.41
We Have A Ready Flat For Sale In Mirpur Nearby Mirpur Adhunik Hospital,2.0,2.0,2,vacant,850.0,dhaka,"Section 12, Mirpur",mirpur,0.38
Get Comfortable In A Flat For Sale In Faydabad Nearby Faidabad Central Eidgah Maidan,2.0,2.0,2,vacant,600.0,dhaka,"Faydabad, Dakshin Khan",dakshin khan,0.29
1422 Sq Ft Residential Space Is For Sale At Badda,3.0,3.0,1,vacant,1422.0,dhaka,"Jagannathpur, Badda",badda,0.98
Your Desired 3-Bedroom Home In Uttar Badda Very Near To Sadhinata Sarani Ideal School Is Now Vacant For Sale,3.0,2.0,6,vacant,1200.0,dhaka,"Uttar Badda, Badda",badda,0.6
A Well Planned Apartment For Sale In Ashulia Near Baitul Aman Mosjid,3.0,3.0,3,vacant,1470.0,dhaka,"Ashulia, Savar",savar,0.78
Well Structured Flat for Sale in Badda close to Sahaba Jame Mosjid,3.0,3.0,8,vacant,1396.0,dhaka,"Merul Badda, Badda",badda,0.97
Cozy Apartment Is Up For Sale In Mirpur- 12 Nearby Agrani Bank Limited,3.0,3.0,5,vacant,1100.0,dhaka,"Section 12, Mirpur",mirpur,0.62
"Prominent Location And Splendid Outlook, This Open Floor Is Up For Sale In Mirpur Near To Life Aid Specialized Hospital Pvt. Ltd.",,,2,vacant,1700.0,dhaka,"East Monipur, Mirpur",mirpur,1.16
"Convenient Apartment Is Up For Sale In Shyamoli, Near Shyamoli Club Playground",3.0,3.0,9,vacant,1625.0,dhaka,"Ring Road, Shyamoli",shyamoli,1.1
"In An Urban Location And Reasonable Price, This Flat Is For Sale In Nobodoy Housing Society.",2.0,2.0,2,vacant,900.0,dhaka,"Nobodoy Housing Society, Mohammadpur",mohammadpur,0.65
"Buy This 1465 Sq Ft Residential Flat In Mirpur, Pallabi",3.0,3.0,5,vacant,1465.0,dhaka,"Pallabi, Mirpur",mirpur,0.86
A Very Well-fitted Home Is Here Sited At Uttara Near Uttara 15 Number Sector Central Jame Mosjid Featuring 1600 Sq Ft Space For Sale.,3.0,3.0,2,vacant,1600.0,dhaka,"Sector 15, Uttara",uttara,1.2
A 1180 Square Ft Residential Apartment For Sale At Borobag -Mirpur 2.,3.0,3.0,4,vacant,1180.0,dhaka,"Section 2, Mirpur",mirpur,0.65
"1215 Square Feet Apartment Is Ready For Sale At Ranavola, Turag",3.0,3.0,6,vacant,1215.0,dhaka,"Ranavola, Turag",turag,0.75
A Vacant Flat Of 800 Sq Ft Located In Paikpara Close To Delta Hospital Is Up For Sale.,2.0,2.0,6,vacant,800.0,dhaka,"Ahmed Nagar, Mirpur",mirpur,0.4
We Are Offering You This 785 Sq Ft Ready Flat For Sale In Uttara-4,2.0,2.0,5,vacant,785.0,dhaka,"Sector 4, Uttara",uttara,0.82
"1800 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block J",3.0,3.0,8,vacant,1800.0,dhaka,"Block J, Bashundhara R-A",bashundhara,1.6
Reasonable 1700 SQ FT flat is available for sale in Mohammadpur,3.0,3.0,5,vacant,1700.0,dhaka,"Ring Road, Mohammadpur",mohammadpur,1.85
Let Us Help You To Buy This 1125 Sq Ft Apartment Which Is Now Available In Mirpur DOHS,3.0,3.0,3,vacant,1125.0,dhaka,"Mirpur DOHS, Mirpur",mirpur,0.95
Uncover Your Place In A 1200 Sq Ft Structurally Well Built House For Sale In Mirpur DOHS,3.0,2.0,6,vacant,1200.0,dhaka,"Mirpur DOHS, Mirpur",mirpur,1.15
Uncover Your Place in a 1000 Sq Ft Structurally Well Built House for Sale in Shantinagar,2.0,2.0,1,vacant,1000.0,dhaka,"Shantinagar Bazar Rd, Shantinagar",shantinagar,0.75
"In The Suitable Location of Shantinagar, an Eye-catching Flat of 1150 Sq Ft Is Up For Sale",3.0,2.0,1,vacant,1150.0,dhaka,"Shantinagar Bazar Rd, Shantinagar",shantinagar,0.9
800 Sq Ft Flat Is Now For Sale In West Ahmed Nagar,2.0,2.0,3,vacant,800.0,dhaka,"Ahmed Nagar, Mirpur",mirpur,0.4
New with a view – 1000 SQ FT Flat for Sale in West Shewrapara,3.0,2.0,1,vacant,1000.0,dhaka,"West Shewrapara, Mirpur",mirpur,0.6
Deal With This 1030 Sq Ft Apartment For Sale In Mirpur-7,3.0,2.0,6,vacant,1030.0,dhaka,"Section 7, Mirpur",mirpur,0.6
At Mirpur Flat For Sale Close To Prince Bazar,3.0,3.0,9,vacant,1250.0,dhaka,"Section 1, Mirpur",mirpur,0.67
"1105 Square Feet Flat Is Waiting For Sale At Begum Rokeya Sharani, East Kazipara",3.0,3.0,7,vacant,1105.0,dhaka,"East Kazipara, Mirpur",mirpur,0.75
A 2374 Square Feet Residential Apartment For Sale At Bashundhara R-A Close To Sunflower School And College.,3.0,3.0,2,vacant,2374.0,dhaka,"Block A, Bashundhara R-A",bashundhara,2.65
"Live Pleasantly In This 970 Sq Ft Apartment For Sale In East Kazipara, Mirpur",2.0,2.0,1,vacant,970.0,dhaka,"East Kazipara, Mirpur",mirpur,0.4
Buy This 1239 Sq Ft Flat With 3 Bedrooms For Sale In Uttara-12,3.0,3.0,6,vacant,1239.0,dhaka,"Sector 12, Uttara",uttara,1.1
"1040 Sq Ft Apartment With 2 Bedrooms For Sale In Section 15, Mirpur",2.0,2.0,5,vacant,1040.0,dhaka,"Section 15, Mirpur",mirpur,0.62
"View This 1350 Sq Ft Residential Flat For Sale In Mirpur, Middle Monipur",3.0,3.0,1,vacant,1350.0,dhaka,"Middle Monipur, Mirpur",mirpur,0.85
1660 Sq Ft Decent Flat With 3 Bedrooms For Sale In Uttara-12,3.0,3.0,1,vacant,1660.0,dhaka,"Sector 12, Uttara",uttara,1.05
"Take A Look At This 1497 Sq Ft Apartment For Sale In Agargaon, Taltola",4.0,4.0,1,vacant,1497.0,dhaka,"Taltola, Agargaon",agargaon,0.95
"5 Katha Plot is now available for sale in Purbachal, Sector 15",,,,vacant,3600.0,dhaka,"Sector 15, Purbachal",purbachal,5.5
"Grab This 1360 Sq Ft Apartment For Sale In Pallabi, Mirpur",3.0,3.0,3,vacant,1360.0,dhaka,"Pallabi, Mirpur",mirpur,1.39
"This Comfy Flat Is Vacant Right Now For Sale In East Kazipara, Which Is 1360 Sq Ft",3.0,3.0,1,vacant,1360.0,dhaka,"East Kazipara, Mirpur",mirpur,0.8
A Nicely Constructed Apartment Of 2220 Sq Ft Is Available Right Now For Sale In Bashundhara R-a,4.0,5.0,2,vacant,2220.0,dhaka,"Block F, Bashundhara R-A",bashundhara,2.4
"Have A Look At This 1100 Sq Ft Property Which Is Up For Sale Located At Section 12, Mirpur",3.0,3.0,9,vacant,1100.0,dhaka,"Section 12, Mirpur",mirpur,0.65
"Get Comfortable In A 930 Sq Ft Nice Flat For Sale In Middle Monipur, Mirpur",2.0,2.0,7,vacant,930.0,dhaka,"Middle Monipur, Mirpur",mirpur,0.55
"2250 Square Ft Residential Apartment For Sale At Bashundhara R-A, Block B",3.0,4.0,6,vacant,2250.0,dhaka,"Block B, Bashundhara R-A",bashundhara,2.15
"A Comfortable 1238 Sq Ft Flat Is Here For Sale In Lake Circus Road, Kalabagan",3.0,3.0,1,vacant,1238.0,dhaka,"Lake Circus Road, Kalabagan",kalabagan,1.1
"Check This Fine Looking Flat Of 1700 Sq Ft Offered For Sale In Block F, Banasree",3.0,3.0,3,vacant,1700.0,dhaka,"Block F, Banasree",banasree,1.5
Buy This 1120 Sq Ft Apartment In The Flourishing Settlement Of Kallyanpur,3.0,3.0,7,vacant,1120.0,dhaka,"Kallyanpur, Mirpur",mirpur,0.6
"Let Us Assist You To Buy This 1150 Sq Ft Apartment Mirpur, Kallyanpur",3.0,3.0,1,vacant,1150.0,dhaka,"Kallyanpur, Mirpur",mirpur,0.6
"We Are Presenting You With This 1200 Sq Ft Apartment For Sale In North Pirerbag, Mirpur",3.0,3.0,6,vacant,1200.0,dhaka,"Pirerbag, Mirpur",mirpur,0.6
"Grab This 1635 Sq Ft Beautiful Apartment For Sale In Ahmed Nagar, Paikpara",3.0,4.0,5,vacant,1635.0,dhaka,"Ahmed Nagar, Mirpur",mirpur,0.9
We Are Offering To You This 1445 Sq Ft Lovely Flat For Sale In Banasree,3.0,3.0,4,vacant,1445.0,dhaka,"Block B, Banasree",banasree,1.3
"Buy This Beautiful 1350 Sq Ft Ready Flat In Dakshin Khan, Sobur Khan Road",3.0,3.0,9,vacant,1350.0,dhaka,"Sobur khan Road, Dakshin Khan",dakshin khan,0.65
"At Ibrahimpur , This 1115 Square Ft. Nice Flat Is Up For Sale Within Your Affordability.",3.0,2.0,4,vacant,1115.0,dhaka,"Kamal Khan Road, Ibrahimpur",ibrahimpur,0.58
4.35 Katha Residential Plot Is For Sale In In Ashulia,,,,vacant,3132.0,dhaka,"Ashulia, Savar",savar,2.7
1000 Sq Ft Flat With 2 Bedrooms Is Up For Sale In Dakshin Khan,2.0,2.0,4,vacant,1000.0,dhaka,"East Azampur, Dakshin Khan",dakshin khan,0.6
"Available At Bashundhara R-A, Block L A 1550 Square Feet And 3 Bedroom Residential Apartment For Sale.",3.0,3.0,1,vacant,1550.0,dhaka,"Block L, Bashundhara R-A",bashundhara,1.2
Covering 975 Sq Ft Space A Flat Is Up For Sale In Bochila,3.0,2.0,9,vacant,975.0,dhaka,"Bochila, Mohammadpur",mohammadpur,0.4
"A 2440 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Block H, Bashundhara R/A",4.0,4.0,8,vacant,2440.0,dhaka,"Block H, Bashundhara R-A",bashundhara,2.54
2700 Square Feet Apartment Is Ready For Sale In Banani Dohs,3.0,3.0,5,vacant,2700.0,dhaka,"Road No 2, Banani DOHS",banani dohs,6.75
2700 Square Feet Great Apartment For Sale In Banani Dohs,3.0,3.0,5,vacant,2700.0,dhaka,"Road No 2, Banani DOHS",banani dohs,6.75
"Offering You A 1250 Sq Ft Nice Flat For Sale In Nobodoy Housing Society, Mohammadpur",3.0,3.0,8,vacant,1250.0,dhaka,"Nobodoy Housing Society, Mohammadpur",mohammadpur,0.75
1600 Sq Ft Apartment With 3 Bedrooms For Sale In Aftab Nagar,3.0,3.0,8,vacant,1600.0,dhaka,"Block C, Aftab Nagar",aftab nagar,1.44
"Get This Well Defined 1600 Sq Ft Flat For Sale In Tajmahal Road, Mohammadpur",3.0,3.0,3,vacant,1600.0,dhaka,"Tajmahal Road, Mohammadpur",mohammadpur,1.92
"Choose This 1550 Sq Ft Apartment Ready For Sale In Aftab Nagar, Block A",3.0,3.0,7,vacant,1550.0,dhaka,"Block A, Aftab Nagar",aftab nagar,1.15
"2187 Square Feet Apartment For Sale In Mohammadpur, Iqbal Road",4.0,4.0,4,vacant,2187.0,dhaka,"Iqbal Road, Mohammadpur",mohammadpur,3.94
"1500 Sq Ft Amazing Flat For Sale In West Rampura, Mohanagar Housing",3.0,3.0,7,vacant,1500.0,dhaka,"West Rampura, Rampura",rampura,1.2
"15120 Sq Ft Full Building Is Ready To Be Sold In Banasree, Block F",7.0,8.0,1,vacant,15120.0,dhaka,"Block F, Banasree",banasree,8.5
"Feel Satisfied Living In This 1227 Sq Ft Flat In Bashabo, Madartek",3.0,3.0,4,vacant,1227.0,dhaka,"Madartek, Bashabo",bashabo,0.58
Buy This Amazing 1150 Square Feet Apartment In Mirpur,3.0,3.0,6,vacant,1150.0,dhaka,"West Shewrapara, Mirpur",mirpur,0.6
"Buy This 600 Square Feet Apartment In Mirpur, West Shewrapara",2.0,1.0,4,vacant,600.0,dhaka,"West Shewrapara, Mirpur",mirpur,0.2
"Start a new home, in this 1050 SQ FT apartment for sale in Dakkhin Paikpara",3.0,2.0,3,vacant,1050.0,dhaka,"Paikpara, Mirpur",mirpur,0.45
This Small 550 Square Feet Commercial Floor For Sale Very Close To Kuril Kazibari Jame Mosjid,,,1,vacant,550.0,dhaka,"Pragati Soroni, Kuril",kuril,0.8
Let Us Assist You To Buy This 1300 Sq Ft Flat For The Relaxing Life You Desire To Have In The Area Of Mirpur,3.0,3.0,1,vacant,1300.0,dhaka,"Dakkhin Paikpara, Mirpur",mirpur,0.65
This 2150 Sq.Ft Spacious Apartment Which Is Up For Sale At Dhanmondi Near By National Bank Limited.,3.0,3.0,5,vacant,2150.0,dhaka,"Road No 9A, Dhanmondi",dhanmondi,2.35
"At Uttar Khan, 1335 Sq Ft Flat Is Available For Sale",3.0,3.0,4,vacant,1335.0,dhaka,"Puran Para, Uttar Khan",uttar khan,0.6
"1186 Square Feet And 3 Bedroom Residential Apartment For Sale At Puran Para, Uttar Khan .",3.0,3.0,5,vacant,1186.0,dhaka,"Puran Para, Uttar Khan",uttar khan,0.53
Wonderful 895 SQ FT home is available for sale in Agargaon,2.0,2.0,7,vacant,895.0,dhaka,"West Agargaon, Agargaon",agargaon,0.55
Affordableble 765 Sq Ft Apartment Is Up For Sale In West Agargaon,2.0,2.0,3,vacant,765.0,dhaka,"West Agargaon, Agargaon",agargaon,0.52
"An Adequate Residence Is up For Sale In Section 11, Mirpur With Satisfactory Price",2.0,2.0,2,vacant,750.0,dhaka,"Section 11, Mirpur",mirpur,0.4
"750 Sq Ft Apartment Is Available For Sale At Section 11, Mirpur",2.0,2.0,2,vacant,750.0,dhaka,"Section 11, Mirpur",mirpur,0.4
In Mirpur this flat is up for sale which is 930 SQ FT,3.0,3.0,4,vacant,930.0,dhaka,"2nd Colony, Mirpur",mirpur,0.39
An Amazing 1542 Sq.ft -3 Bedroom Apartment Is Up For Sale In Shah Ali Bag .,3.0,3.0,7,vacant,1542.0,dhaka,"Section 1, Mirpur",mirpur,0.85
Evaluate This 650 Square Feet Apartment For Sale In Mirpur,2.0,2.0,5,vacant,650.0,dhaka,"Section 11, Mirpur",mirpur,0.24
"Buy This Nice Flat Of 1250 Sq Ft, Which Is Located At Darussalam, Mirpur",3.0,3.0,8,vacant,1250.0,dhaka,"Darussalam, Mirpur",mirpur,0.62
"Obtain This Well Fitted Flat Of 1250 Sq Ft Which Is Up For Sale In Darussalam, Mirpur",3.0,2.0,4,vacant,1250.0,dhaka,"Darussalam, Mirpur",mirpur,0.62
"See This 3 Bedroom Smartly Priced Apartment Which Is Up For Sale In North Ibrahimpur, That You Should Check.",3.0,3.0,3,vacant,1600.0,dhaka,"North Ibrahimpur, Ibrahimpur",ibrahimpur,0.95
1275 Sq.Ft. Apartment Available For Sale In North Manikdi,3.0,3.0,3,vacant,1275.0,dhaka,"Manikdi, Cantonment",cantonment,0.57
"Ready 875 SQ FT flat is now for sale in Mirpur, Block E",2.0,2.0,6,vacant,875.0,dhaka,"Section 1, Mirpur",mirpur,0.4
"At Mirpur, 3200 Sq Ft Well Fitted Full Building For Commercial Purpose Is Ready To Sale",,,6,vacant,3200.0,dhaka,"Section 1, Mirpur",mirpur,2.0
Offering you 1300 SQ FT flat for sale in Mirpur near to Paikpara Jame Masjid,3.0,3.0,4,vacant,1300.0,dhaka,"Middle Paikpara, Mirpur",mirpur,0.65
Offering You A 1300 Sq Ft Flat For Sale In Middle Paikpara Near Paikpara Central Jame Masjid,3.0,3.0,7,vacant,1300.0,dhaka,"Middle Paikpara, Mirpur",mirpur,0.65
Apartment Of 1180 Sq Ft Is For Sale In Bashundhara R-a Near Nsu,3.0,3.0,1,vacant,1180.0,dhaka,"Block I, Bashundhara R-A",bashundhara,0.75
Flat For Sale In Mohammadpur Near Mohammadpur Girls&#039; High School,2.0,2.0,8,vacant,956.0,dhaka,"Nurjahan Road, Mohammadpur",mohammadpur,0.58
"Select This 1250 Square Feet Apartment Up For Sale In Mohammadpur, Shekhertek",3.0,2.0,3,vacant,1250.0,dhaka,"Shekhertek, Mohammadpur",mohammadpur,0.75
"Buy This Nice Flat Of 900 Sq Ft, Which Is Located At West Monipur Near Jame Mosjid",3.0,2.0,1,vacant,900.0,dhaka,"West Monipur, Mirpur",mirpur,0.43
This Very New Nice Flat Of 925 Sq Ft Is Up For Sale In West Monipur,3.0,2.0,2,vacant,925.0,dhaka,"West Monipur, Mirpur",mirpur,0.44
"900 Square Feet Apartment Is For Sale At Kamal Sharani, West Monipur",3.0,2.0,3,vacant,900.0,dhaka,"West Monipur, Mirpur",mirpur,0.43
1800 SQ FT flat is now for sale in Pirerbag,4.0,4.0,9,vacant,1800.0,dhaka,"Pirerbag, Mirpur",mirpur,0.9
"Be Content With Your Amazing Home Taste Through Buying This 1225 Sq Ft Flat In Mirpur, West Shewrapara",3.0,2.0,3,vacant,1225.0,dhaka,"West Shewrapara, Mirpur",mirpur,0.55
"This Very Nice Flat Of 1100 Sq Ft Is Up For Sale In West Monipur, Mirpur",3.0,2.0,4,vacant,1100.0,dhaka,"West Monipur, Mirpur",mirpur,0.46
"Buy This Nice Flat Of 1100 Sq Ft, Which Is Located At Gedu Matabor Road, Ibrahimpur",3.0,2.0,6,vacant,1100.0,dhaka,"North Ibrahimpur, Ibrahimpur",ibrahimpur,0.58
"See This 1300 Sq Ft Apartment For Sale Is All Set For You In Taltola, Agargaon",2.0,2.0,2,vacant,1300.0,dhaka,"Taltola, Agargaon",agargaon,0.65
A Finely Built 800 Sq Ft Flat Is Up For sale In North Pirerbag,3.0,2.0,6,vacant,800.0,dhaka,"Pirerbag, Mirpur",mirpur,0.53
"Convenient Flat Is Up for Sale In Mohammadpur, Near To BRAC Bank Limited | ATM Booth",2.0,2.0,5,vacant,830.0,dhaka,"PC Culture Housing, Mohammadpur",mohammadpur,0.47
4025 Sq Ft Commercial Space Is Available For Sale In Bashundhara R-a,,,6,vacant,4025.0,dhaka,"Block B, Bashundhara R-A",bashundhara,5.0
"1200 Sq Ft Residential Flat Is Being Constructed For Sale In Mirpur, Ahmed Nagar",3.0,3.0,4,vacant,1200.0,dhaka,"Ahmed Nagar, Mirpur",mirpur,0.75
"See This 1465 Sq Ft Apartment For Sale Is All Set For You In S P Road, Paikpara",3.0,3.0,6,vacant,1465.0,dhaka,"Paikpara, Mirpur",mirpur,0.8
"Looking for a nice home to sale in Mirpur, check this one which is 1050 SQ FT",3.0,2.0,2,vacant,1050.0,dhaka,"Pallabi, Mirpur",mirpur,0.6
Lovely Apartment Covering An Area Of 1260 Sq Ft Is Up For Sale In Uttara Near Uttara South Lake,3.0,3.0,1,vacant,1260.0,dhaka,"Sector 5, Uttara",uttara,0.7
At Senpara Nice Flat Up For Sale Near Mother Care International School,3.0,3.0,8,vacant,1275.0,dhaka,"Section 10, Mirpur",mirpur,0.72
Flat For Sale In Mirpur Near Senpara Jame Masjid,2.0,2.0,2,vacant,855.0,dhaka,"Section 10, Mirpur",mirpur,0.43
Remarkable Office Of 2154 Sq Ft Is Available For Sale In Shiddheswari,,,9,vacant,2154.0,dhaka,"Outer Circular Road, Shiddheswari",shiddheswari,3.23
Ample Office Of 2154 Sq Ft Is Waiting For Sale In Outer Circular Road,,,8,vacant,2154.0,dhaka,"Outer Circular Road, Shiddheswari",shiddheswari,3.23
"We bring you a beautiful and distinct Flat of 1513 sq ft for sale in sector 1, uttara",3.0,3.0,2,vacant,1513.0,dhaka,"Sector 1, Uttara",uttara,1.35
"An Apartments Of 2000 Sq Ft Is Available For Sale In The Most Prime Location Of Sector 11, Uttara",3.0,4.0,5,vacant,2000.0,dhaka,"Sector 11, Uttara",uttara,2.0
A Nicely Constructed Apartment Of 1175 Sq Ft Is Available Right Now For Sale In Shiddheswari,3.0,3.0,,vacant,1175.0,dhaka,"Outer Circular Road, Shiddheswari",shiddheswari,1.0
"Make This 1100 Sq Ft Flat Your Next Residing Location, Which Is Up For Sale In North Shahjahanpur",3.0,3.0,3,vacant,1100.0,dhaka,"Amtola Masjid Goli Road, North Shahjahanpur",north shahjahanpur,0.9
"1637 Sq Ft Spacious Apartment Is Ready For Sale In Senpara Parbata, Mirpur",3.0,4.0,1,vacant,1637.0,dhaka,"Section 10, Mirpur",mirpur,1.2
1425 Sq Ft Apartment For Sale In Mirpur 12,3.0,3.0,5,vacant,1425.0,dhaka,"Section 12, Mirpur",mirpur,1.15
Ready 1500 Sq Ft Flat Is Now For Sale In Bashundhara R-a,3.0,3.0,2,vacant,1500.0,dhaka,"Block I, Bashundhara R-A",bashundhara,1.2
Beautiful 612 SQ FT flat is available for sale in Mirpur 12,2.0,2.0,3,vacant,612.0,dhaka,"Section 12, Mirpur",mirpur,0.29
"Ready apartment 650 SQ FT is now for sale in Block C, Mirpur",2.0,2.0,1,vacant,650.0,dhaka,"Section 12, Mirpur",mirpur,0.4
"A 1220 Sq. Ft. Residential Apartment Is For Sale At Banasree , Main Road .",3.0,3.0,4,vacant,1220.0,dhaka,"Block F, Banasree",banasree,0.95
Move In And Inhabit This 1020 Sq Ft Properly Constructed Apartment For Sale In Sultanganj,2.0,2.0,4,vacant,1020.0,dhaka,"Rayer Bazaar, Hazaribag",hazaribag,0.5
"Buy This 1310 Square Feet Flat In The Prominent Location Of Bashundhara R-a, Block J",3.0,3.0,2,vacant,1310.0,dhaka,"Block J, Bashundhara R-A",bashundhara,0.98
"1310 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block J",3.0,3.0,2,vacant,1310.0,dhaka,"Block J, Bashundhara R-A",bashundhara,1.2
Live With Your Family In This Cozy 650 Sq Ft Residential Flat For Sale In Mirpur-6,2.0,2.0,4,vacant,650.0,dhaka,"Section 6, Mirpur",mirpur,0.28
"Start A New Home, In This 2900 Sq Ft Flat For Sale In Bashundhara R/A Block C, Near Independent University, Bangladesh",4.0,5.0,5,vacant,2900.0,dhaka,"Block C, Bashundhara R-A",bashundhara,3.5
"600 Sq Ft Apartment For Sale In Mirpur, Section 12",2.0,2.0,7,vacant,600.0,dhaka,"Section 12, Mirpur",mirpur,0.32
At Khilkhet Close To Kurmitola High School and College A 1125 Sq.Ft Residential Apartment For Sale,3.0,3.0,7,vacant,1125.0,dhaka,"School Road, Khilkhet",khilkhet,0.59
A 3 Bedroom Residential Apartment For Sale At Bashundhara Next To Sunnydale School .,3.0,4.0,4,vacant,2230.0,dhaka,"Block F, Bashundhara R-A",bashundhara,2.12
Seize This 1150 Sq Ft Apartment Up For Sale In Mirpur Dohs,2.0,2.0,1,vacant,1150.0,dhaka,"Mirpur DOHS, Mirpur",mirpur,0.87
Sophisticated Style! This 1175 Sq.Ft Flat For Sale In Senpara Parbata Is All About It .,3.0,2.0,3,vacant,1175.0,dhaka,"Section 10, Mirpur",mirpur,0.7
Worthy 1040 SQ FT residence is for sale at Banasree,3.0,3.0,6,vacant,1040.0,dhaka,"South Banasree Project, Banasree",banasree,0.65
"Checkout This 2060 Square Feet Flat Available For Sale In Bashundhara R-a, Block J",3.0,3.0,6,vacant,2060.0,dhaka,"Block J, Bashundhara R-A",bashundhara,1.85
"1425 Square Feet Flat Is Available For Sale In Bashundhara R-a, Block D",3.0,3.0,1,vacant,1425.0,dhaka,"Block D, Bashundhara R-A",bashundhara,2.0
Appealing Property In Khilkhet – 3 Bedroom Flat For Sale,3.0,3.0,7,vacant,1280.0,dhaka,"Amtola, Khilkhet",khilkhet,0.77
Discover Your Ideal 2650 Sq Ft Flat For Sale In Bashundhara R-A Today!,4.0,4.0,1,vacant,2650.0,dhaka,"Block A, Bashundhara R-A",bashundhara,2.1
Settle Down In This 1218 Sq Ft Flat Up For Sale In Malibagh,3.0,3.0,1,vacant,1218.0,dhaka,"Malibag College Road, Malibagh",malibagh,1.1
Grab This 1475 Sq Ft Flat For Sale In Malibagh Chowdhury Para,3.0,3.0,5,vacant,1475.0,dhaka,"Malibagh Chowdhury Para, Malibagh",malibagh,1.5
"A 1500 Sq Ft Flat Is Up For Sale In A Well Secured Location Of Nayatola, Maghbazar",3.0,3.0,5,vacant,1500.0,dhaka,"Nayatola, Maghbazar",maghbazar,0.73
"Grab This 1275 Sq Ft Flat Up For Sale In Banasree, Block B",3.0,3.0,6,vacant,1275.0,dhaka,"Block B, Banasree",banasree,1.06
"An Apartment Is Up For Sale In Ibrahimpur, Near Ibrahimpur Central Jame Masjid.",2.0,2.0,5,vacant,1050.0,dhaka,"North Ibrahimpur, Ibrahimpur",ibrahimpur,0.48
A Decent Apartment In Mohakhali Near Jabala ICDDRB Is Up For Sale,2.0,2.0,5,vacant,850.0,dhaka,"Dakhshin Para, Mohakhali",mohakhali,0.55
Flat For Sale In West Agargaon Nearby Bangladesh Public Service Commission,3.0,4.0,2,vacant,1440.0,dhaka,"West Agargaon, Agargaon",agargaon,0.73
